id,price,minimum_nights,maximum_nights,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification
15809,25.0,8,30,flexible,0,0
15810,60.0,1,1125,strict_14_with_grace_period,0,0
15811,60.0,1,1125,strict_14_with_grace_period,0,0
15813,400.0,1,3,flexible,0,0
15814,150.0,2,4,flexible,0,0
15815,60.0,2,190,strict_14_with_grace_period,0,0
15816,200.0,1,1125,strict_14_with_grace_period,0,0
15817,300.0,1,1,flexible,0,0
15818,57.0,1,2,moderate,0,0
15819,55.0,1,30,flexible,0,0
15820,500.0,2,3,flexible,0,0
15821,150.0,1,1125,flexible,0,0
15822,300.0,2,1125,flexible,0,0
15823,79.0,2,365,flexible,0,0
15824,370.0,2,30,moderate,0,0
15825,36.0,2,12,strict_14_with_grace_period,0,0
15826,95.0,3,31,moderate,0,0
15827,200.0,7,12,flexible,0,0
15828,195.0,1,1125,moderate,0,0
15829,50.0,1,1125,flexible,0,0
15830,500.0,1,3,flexible,0,0
15831,2000.0,2,2,flexible,0,0
15832,150.0,1,1125,flexible,0,0
15833,700.0,2,1125,strict_14_with_grace_period,0,0
15834,400.0,1,3,flexible,0,0
15835,35.0,1,1125,moderate,0,0
15836,400.0,1,1125,flexible,0,0
15837,20.0,1,7,flexible,0,0
15838,50.0,2,30,flexible,0,0
15839,900.0,1,1125,moderate,0,0
15840,800.0,1,3,flexible,0,0
15841,500.0,1,1125,flexible,0,0
15842,120.0,2,1125,moderate,0,0
15843,19.0,5,13,flexible,0,0
15844,139.0,1,32,moderate,0,0
15845,250.0,2,7,moderate,0,0
15846,360.0,1,1125,flexible,0,0
15847,900.0,1,2,flexible,0,0
15848,110.0,3,1125,moderate,0,0
15849,280.0,1,1125,flexible,0,0
15850,49.0,2,30,moderate,0,0
15851,250.0,3,1125,flexible,0,0
15852,2400.0,2,1125,flexible,0,0
15853,155.0,10,26,strict_14_with_grace_period,0,0
15854,300.0,1,7,flexible,0,0
15855,89.0,1,1125,moderate,0,0
15856,300.0,1,1125,flexible,0,0
15857,70.0,2,60,strict_14_with_grace_period,0,0
15858,250.0,1,1125,flexible,0,0
15859,260.0,3,6,strict_14_with_grace_period,0,0
15860,55.0,3,60,strict_14_with_grace_period,0,0
15861,20.0,2,14,moderate,0,0
15862,350.0,1,1125,flexible,0,0
15863,161.0,3,1125,strict_14_with_grace_period,0,0
15864,70.0,2,1125,strict_14_with_grace_period,0,0
15865,170.0,1,3,strict_14_with_grace_period,0,0
15866,40.0,1,1125,flexible,0,0
15867,150.0,1,1125,flexible,0,0
15868,36.0,1,1125,moderate,0,0
15869,400.0,1,3,flexible,0,0
15870,400.0,1,3,flexible,0,0
15871,50.0,1,1125,strict_14_with_grace_period,0,0
15872,48.0,1,3,moderate,0,0
15873,39.0,1,1125,flexible,0,0
15874,300.0,2,1125,flexible,0,0
15875,185.0,2,3,flexible,0,0
15876,799.0,1,1125,flexible,0,0
15877,84.0,2,1125,strict_14_with_grace_period,0,0
15878,1500.0,1,1,flexible,0,0
15879,800.0,1,1125,flexible,0,0
15880,500.0,2,1125,flexible,0,0
15881,100.0,3,1125,moderate,0,0
15882,250.0,2,1125,flexible,0,0
15883,300.0,1,1125,flexible,0,0
15884,50.0,2,1125,flexible,0,0
15885,80.0,2,60,strict_14_with_grace_period,0,0
15886,75.0,2,1125,flexible,0,0
15887,50.0,20,1125,strict_14_with_grace_period,0,0
15888,200.0,2,4,flexible,0,0
15889,350.0,2,4,strict_14_with_grace_period,0,0
15890,750.0,2,3,flexible,0,0
15891,560.0,1,2,flexible,0,0
15892,900.0,2,1125,flexible,0,0
15893,56.0,2,9,moderate,0,0
15894,100.0,1,1125,moderate,0,0
15895,80.0,2,90,strict_14_with_grace_period,0,0
15896,800.0,1,3,flexible,0,0
15897,134.0,4,500,super_strict_30,0,0
15898,30.0,2,1125,flexible,0,0
15899,220.0,1,1125,moderate,0,0
15900,250.0,2,1125,strict_14_with_grace_period,0,0
15901,250.0,1,6,flexible,0,0
15902,94.0,1,30,flexible,0,0
15903,45.0,3,1125,strict_14_with_grace_period,0,0
15904,300.0,1,1125,moderate,0,0
15905,144.0,4,500,super_strict_30,0,0
15906,139.0,4,500,super_strict_30,0,0
15907,95.0,1,3,moderate,0,0
15908,300.0,1,1125,moderate,0,0
15909,800.0,1,3,flexible,0,0
15910,400.0,1,4,flexible,0,0
15911,200.0,2,1125,flexible,0,0
15912,500.0,1,2,flexible,0,0
15913,1600.0,1,3,flexible,0,0
15914,45.0,180,1125,flexible,0,0
15915,40.0,1,1125,flexible,0,0
15916,55.0,1,1125,strict_14_with_grace_period,0,0
15917,300.0,1,1125,flexible,0,0
15918,85.0,2,15,flexible,0,0
15919,150.0,3,3,flexible,0,0
15920,25.0,2,28,flexible,0,0
15921,75.0,3,28,strict_14_with_grace_period,0,0
15922,250.0,1,2,flexible,0,0
15923,700.0,1,4,moderate,0,0
15924,800.0,1,3,flexible,0,0
15925,250.0,2,1125,flexible,0,0
15926,1000.0,1,1125,flexible,0,0
15927,65.0,1,7,flexible,0,0
15928,75.0,2,1125,moderate,0,0
15929,400.0,1,2,flexible,0,0
15930,90.0,2,1125,strict_14_with_grace_period,0,0
15931,250.0,2,1125,flexible,0,0
15932,300.0,2,1125,flexible,0,0
15933,200.0,1,30,strict_14_with_grace_period,0,0
15934,220.0,1,12,moderate,0,0
15935,245.0,2,7,flexible,0,0
15936,40.0,3,1125,moderate,0,0
15937,75.0,3,1125,flexible,0,0
15938,38.0,1,1125,strict_14_with_grace_period,0,0
15939,500.0,1,1125,flexible,0,0
15940,25.0,1,1125,flexible,0,0
15941,47.0,1,6,flexible,0,0
15942,600.0,1,1125,flexible,0,0
15943,100.0,2,9,flexible,0,0
15944,150.0,1,3,flexible,0,0
15945,204.0,1,1125,strict_14_with_grace_period,0,0
15946,49.0,1,8,moderate,0,0
15947,59.0,2,1125,moderate,0,0
15948,600.0,1,2,flexible,0,0
15949,161.0,2,1125,flexible,0,0
15950,150.0,2,4,strict_14_with_grace_period,0,0
15951,350.0,1,1,flexible,0,0
15952,45.0,3,1125,strict_14_with_grace_period,0,0
15953,42.0,1,1125,moderate,0,0
15955,95.0,1,27,strict_14_with_grace_period,0,0
15956,600.0,1,1125,flexible,0,0
15957,75.0,1,1125,strict_14_with_grace_period,0,0
15958,55.0,1,1125,strict_14_with_grace_period,0,0
15959,360.0,1,1125,flexible,0,0
15960,31.0,2,1125,strict_14_with_grace_period,0,0
15961,1000.0,2,1125,flexible,0,0
15962,300.0,1,5,strict_14_with_grace_period,0,0
15963,65.0,1,1125,moderate,0,0
15964,66.0,1,1125,strict_14_with_grace_period,0,0
15965,250.0,2,1125,flexible,0,0
15966,90.0,2,1125,moderate,0,0
15967,150.0,4,1125,strict_14_with_grace_period,0,0
15968,25.0,1,7,flexible,0,0
15969,36.0,330,1125,strict_14_with_grace_period,0,0
15970,60.0,3,1125,flexible,0,0
15971,110.0,1,28,moderate,0,0
15972,230.0,1,1125,flexible,0,0
15973,150.0,1,1125,flexible,0,0
15974,123.0,3,50,strict_14_with_grace_period,0,0
15975,900.0,1,7,flexible,0,0
15976,56.0,1,1125,moderate,0,0
15977,65.0,3,1125,moderate,0,0
15978,64.0,1,1125,strict_14_with_grace_period,0,0
15979,120.0,3,60,moderate,0,0
15980,2000.0,2,2,flexible,0,0
15981,59.0,2,7,flexible,0,0
15982,60.0,2,31,strict_14_with_grace_period,0,0
15983,100.0,1,1125,moderate,0,0
15984,80.0,1,1125,moderate,0,0
15985,150.0,1,10,moderate,0,0
15986,250.0,1,1125,flexible,0,0
15987,500.0,1,2,flexible,0,0
15988,250.0,1,1125,flexible,0,0
15989,400.0,1,2,flexible,0,0
15990,40.0,1,3,moderate,0,0
15991,299.0,2,1125,flexible,0,0
15992,70.0,14,180,strict_14_with_grace_period,0,0
15993,60.0,3,1125,flexible,0,0
15994,39.0,5,1125,moderate,0,0
15995,800.0,2,1125,flexible,0,0
15996,400.0,2,1125,flexible,0,0
15997,250.0,2,2,flexible,0,0
15998,397.0,1,1125,flexible,0,0
15999,370.0,1,1125,flexible,0,0
16000,250.0,3,1125,flexible,0,0
16001,38.0,2,28,moderate,0,0
16002,210.0,1,1125,strict_14_with_grace_period,0,0
16003,63.0,1,1125,moderate,0,0
16004,38.0,1,1125,strict_14_with_grace_period,0,0
16005,40.0,2,1125,flexible,0,0
16006,43.0,1,3,flexible,0,0
16007,100.0,1,1125,flexible,0,0
16008,270.0,2,1125,flexible,0,0
16009,800.0,3,4,flexible,0,0
16010,99.0,1,1125,strict_14_with_grace_period,0,0
16011,38.0,5,1125,strict_14_with_grace_period,0,0
16012,180.0,2,1125,strict_14_with_grace_period,0,0
16013,520.0,1,1125,flexible,0,0
16014,3500.0,1,1125,flexible,0,0
16015,37.0,5,1125,strict_14_with_grace_period,0,0
16016,352.0,1,1125,moderate,0,0
16017,45.0,5,1125,strict_14_with_grace_period,0,0
16018,32.0,1,8,flexible,0,0
16019,40.0,2,7,moderate,0,0
16020,800.0,3,3,flexible,0,0
16021,225.0,2,1125,moderate,0,0
16022,200.0,1,30,strict_14_with_grace_period,0,0
16023,70.0,1,1125,strict_14_with_grace_period,0,0
16024,1499.0,1,10,flexible,0,0
16025,800.0,1,1125,flexible,0,0
16026,200.0,1,1125,flexible,0,0
16027,200.0,1,2,flexible,0,0
16028,500.0,1,2,flexible,0,0
16029,1100.0,1,1125,flexible,0,0
16030,500.0,1,1125,flexible,0,0
16031,25.0,6,1125,flexible,0,0
16032,125.0,1,1125,flexible,0,0
16033,25.0,2,7,flexible,0,0
16034,45.0,3,1125,strict_14_with_grace_period,0,0
16035,400.0,1,1125,flexible,0,0
16036,1169.0,1,365,moderate,0,0
16037,1200.0,1,1,flexible,0,0
16038,500.0,1,1125,flexible,0,0
16039,150.0,3,1125,moderate,0,0
16040,500.0,1,2,flexible,0,0
16041,65.0,5,1125,strict_14_with_grace_period,0,0
16042,60.0,1,1,strict_14_with_grace_period,0,0
16043,68.0,1,1125,strict_14_with_grace_period,0,0
16044,400.0,2,1125,flexible,0,0
16045,60.0,2,1000,strict_14_with_grace_period,0,0
16046,400.0,1,2,flexible,0,0
16047,100.0,2,1125,moderate,0,0
16048,550.0,1,1125,strict_14_with_grace_period,0,0
16049,800.0,1,1,flexible,0,0
16050,250.0,1,4,strict_14_with_grace_period,0,0
16051,65.0,5,1125,strict_14_with_grace_period,0,0
16052,600.0,2,1125,flexible,0,0
16053,250.0,1,1125,flexible,0,0
16054,65.0,1,1125,moderate,0,0
16055,38.0,5,1125,strict_14_with_grace_period,0,0
16056,50.0,2,1125,flexible,0,0
16057,45.0,1,1125,moderate,0,0
16058,55.0,14,1125,strict_14_with_grace_period,0,0
16059,40.0,1,1125,flexible,0,0
16060,102.0,1,1125,flexible,0,0
16061,600.0,1,1125,moderate,0,0
16062,275.0,1,1125,flexible,0,0
16063,600.0,2,3,flexible,0,0
16064,220.0,2,4,flexible,0,0
16065,60.0,1,1125,strict_14_with_grace_period,0,0
16066,40.0,1,1125,flexible,0,0
16067,36.0,15,1125,strict_14_with_grace_period,0,0
16068,99.0,1,1125,moderate,0,0
16069,167.0,3,3,flexible,0,0
16070,90.0,5,15,moderate,0,0
16071,49.0,1,1125,flexible,0,0
16072,200.0,1,8,flexible,0,0
16073,279.0,3,3,flexible,0,0
16074,155.0,1,1125,moderate,0,0
16075,250.0,1,1125,flexible,0,0
16076,450.0,1,3,flexible,0,0
16077,155.0,2,1125,flexible,0,0
16078,19.0,1,1125,flexible,0,0
16079,210.0,1,2,flexible,0,0
16080,110.0,1,10,flexible,0,0
16081,25.0,1,7,flexible,0,0
16082,150.0,1,1125,strict_14_with_grace_period,0,0
16083,35.0,1,7,strict_14_with_grace_period,0,0
16084,80.0,2,1125,flexible,0,0
16085,600.0,1,2,flexible,0,0
16086,345.0,2,5,flexible,0,0
16087,50.0,1,1125,flexible,0,0
16088,30.0,2,7,moderate,0,0
16089,200.0,1,4,flexible,0,0
16090,200.0,1,4,flexible,0,0
16091,1600.0,2,3,flexible,0,0
16092,90.0,3,1125,flexible,0,0
16093,42.0,2,1125,moderate,0,0
16094,152.0,2,1125,flexible,0,0
16095,35.0,1,1125,flexible,0,0
16096,500.0,1,2,flexible,0,0
16097,400.0,1,1125,flexible,0,0
16098,59.0,1,28,strict_14_with_grace_period,0,0
16099,56.0,2,1125,strict_14_with_grace_period,0,0
16100,550.0,1,1125,flexible,0,0
16101,150.0,1,1125,flexible,0,0
16102,47.0,20,1125,strict_14_with_grace_period,0,0
16103,400.0,1,2,flexible,0,0
16104,200.0,1,1125,flexible,0,0
16105,26.0,3,30,flexible,0,0
16106,2500.0,1,1125,flexible,0,0
16107,100.0,1,1125,flexible,0,0
16108,60.0,1,1125,moderate,0,0
16109,500.0,1,1125,flexible,0,0
16110,800.0,1,1,flexible,0,0
16111,850.0,1,2,flexible,0,0
16112,41.0,2,1125,flexible,0,0
16113,390.0,1,5,flexible,0,0
16114,300.0,1,1125,flexible,0,0
16115,160.0,2,10,flexible,0,0
16116,135.0,1,1125,flexible,0,0
16117,49.0,2,1125,flexible,0,0
16118,190.0,1,1125,flexible,0,0
16119,300.0,1,2,flexible,0,0
16120,500.0,2,3,flexible,0,0
16121,42.0,2,1125,flexible,0,0
16123,500.0,1,2,flexible,0,0
16124,1200.0,1,1125,flexible,0,0
16125,160.0,2,5,flexible,0,0
16126,30.0,2,1125,moderate,0,0
16127,300.0,1,2,flexible,0,0
16128,150.0,2,1125,flexible,0,0
16129,350.0,1,2,flexible,0,0
16130,42.0,1,4,moderate,0,0
16131,500.0,1,1125,flexible,0,0
16132,60.0,1,1125,strict_14_with_grace_period,0,0
16133,400.0,2,1125,strict_14_with_grace_period,0,0
16134,300.0,1,3,flexible,0,0
16135,80.0,3,32,strict_14_with_grace_period,0,0
16136,32.0,1,8,flexible,0,0
16137,40.0,1,7,flexible,0,0
16138,70.0,2,1125,strict_14_with_grace_period,0,0
16139,79.0,2,60,moderate,1,1
16140,400.0,1,2,flexible,0,0
16141,26.0,1,30,flexible,0,0
16142,900.0,1,2,flexible,0,0
16143,101.0,2,3,flexible,0,0
16144,150.0,1,14,flexible,0,0
16145,59.0,2,360,flexible,0,0
16146,45.0,1,1125,flexible,0,0
16147,85.0,2,5,moderate,0,0
16148,18.0,1,3,moderate,0,0
16149,40.0,5,1125,strict_14_with_grace_period,0,0
16150,300.0,1,3,flexible,0,0
16151,25.0,1,1125,flexible,0,0
16152,150.0,4,30,flexible,0,0
16153,34.0,1,14,moderate,0,0
16154,500.0,1,1125,flexible,0,0
16155,600.0,1,1125,flexible,0,0
16156,100.0,1,1125,flexible,0,0
16157,500.0,1,2,flexible,0,0
16158,120.0,3,1125,strict_14_with_grace_period,0,0
16159,175.0,1,3,flexible,0,0
16160,220.0,1,7,flexible,0,0
16161,500.0,1,1125,moderate,0,0
16162,900.0,1,2,flexible,0,0
16163,500.0,1,3,flexible,0,0
16164,60.0,2,3,flexible,0,0
16165,140.0,7,1125,flexible,0,0
16166,800.0,1,1125,flexible,0,0
16167,100.0,5,90,flexible,0,0
16168,450.0,1,1,flexible,0,0
16169,1000.0,1,1,flexible,0,0
16170,350.0,1,3,flexible,0,0
16171,20.0,2,10,flexible,0,0
16172,1000.0,1,2,flexible,0,0
16173,195.0,2,1125,flexible,0,0
16174,1000.0,1,1125,flexible,0,0
16175,500.0,1,1125,moderate,0,0
16176,245.0,2,1125,flexible,0,0
16177,300.0,2,1125,flexible,0,0
16178,500.0,3,1125,flexible,0,0
16179,115.0,1,1125,flexible,0,0
16180,450.0,1,1,flexible,0,0
16181,42.0,2,7,flexible,0,0
16182,68.0,1,90,strict_14_with_grace_period,0,0
16183,650.0,1,1125,flexible,0,0
16184,1000.0,1,1125,flexible,0,0
16185,400.0,2,2,flexible,0,0
16186,300.0,1,1,flexible,0,0
16187,420.0,1,2,flexible,0,0
16188,150.0,1,1125,strict_14_with_grace_period,0,0
16189,50.0,1,1,moderate,0,1
16190,25.0,1,1125,flexible,0,0
16191,700.0,2,3,flexible,0,0
16192,55.0,2,1125,flexible,0,0
16193,40.0,7,1125,strict_14_with_grace_period,0,0
16194,3000.0,1,1125,flexible,0,0
16195,170.0,1,5,flexible,0,0
16196,100.0,1,3,flexible,0,0
16197,2000.0,2,2,flexible,0,0
16198,80.0,3,6,moderate,0,0
16199,1000.0,1,2,flexible,0,0
16200,23.0,3,1125,flexible,0,0
16201,650.0,2,1125,strict_14_with_grace_period,0,0
16202,500.0,1,3,flexible,0,0
16203,350.0,1,2,flexible,0,0
16204,567.0,1,1125,flexible,0,0
16205,60.0,5,200,flexible,0,0
16206,45.0,2,1125,strict_14_with_grace_period,0,0
16207,120.0,2,14,flexible,0,0
16208,580.0,1,4,flexible,0,0
16209,250.0,1,1125,flexible,0,0
16210,500.0,1,2,flexible,0,0
16211,150.0,1,7,flexible,0,0
16212,1500.0,1,1,flexible,0,0
16213,68.0,3,3,flexible,0,0
16214,950.0,1,31,moderate,0,0
16215,300.0,1,3,flexible,0,0
16216,300.0,1,1125,flexible,0,0
16217,40.0,2,30,moderate,0,0
16218,850.0,1,2,flexible,0,0
16219,200.0,1,7,flexible,0,0
16220,120.0,4,1125,flexible,0,0
16221,40.0,1,1125,flexible,0,0
16222,140.0,2,4,moderate,0,0
16223,39.0,1,14,strict_14_with_grace_period,0,0
16224,140.0,2,4,moderate,0,0
16225,900.0,1,1125,flexible,0,0
16226,73.0,2,60,moderate,0,0
16227,400.0,1,1125,flexible,0,0
16228,39.0,1,14,strict_14_with_grace_period,0,0
16229,125.0,7,1125,flexible,0,0
16230,1000.0,1,4,flexible,0,0
16231,20.0,2,7,flexible,0,0
16232,450.0,1,1125,flexible,0,0
16233,95.0,2,60,moderate,0,0
16234,150.0,2,25,flexible,0,0
16235,47.0,5,1125,strict_14_with_grace_period,0,0
16236,58.0,1,1125,strict_14_with_grace_period,0,0
16237,35.0,2,500,strict_14_with_grace_period,0,0
16238,150.0,1,1125,flexible,0,0
16239,150.0,1,12,flexible,0,0
16240,60.0,3,1125,strict_14_with_grace_period,0,0
16241,249.0,1,5,flexible,0,0
16242,110.0,5,1125,flexible,0,0
16243,37.0,2,1125,flexible,0,0
16244,500.0,2,1125,flexible,0,0
16245,59.0,4,1125,moderate,0,0
16246,66.0,2,10,flexible,0,0
16247,150.0,1,1125,moderate,0,0
16248,400.0,1,1,flexible,0,0
16249,770.0,1,5,strict_14_with_grace_period,0,0
16250,15.0,365,1125,flexible,0,0
16251,250.0,2,14,flexible,0,0
16252,60.0,1,30,strict_14_with_grace_period,0,0
16253,25.0,1,2,flexible,0,0
16254,35.0,1,1125,flexible,0,0
16255,89.0,1,30,moderate,0,0
16256,400.0,1,2,flexible,0,0
16257,300.0,1,1,flexible,0,0
16258,400.0,2,2,flexible,0,0
16259,400.0,1,2,flexible,0,0
16260,250.0,1,7,flexible,0,0
16261,40.0,1,2,flexible,0,0
16262,75.0,1,365,moderate,0,0
16263,25.0,120,1125,flexible,0,0
16264,75.0,1,1125,flexible,0,0
16265,100.0,2,1125,flexible,0,0
16266,16.0,120,1125,flexible,0,0
16267,300.0,1,1125,flexible,0,0
16268,280.0,3,3,flexible,0,0
16269,18.0,1,1125,flexible,0,0
16270,187.0,3,3,flexible,0,0
16271,90.0,1,22,moderate,0,0
16272,16.0,120,1125,flexible,0,0
16273,18.0,120,1125,flexible,0,0
16274,350.0,1,1,flexible,0,0
16275,99.0,2,200,moderate,0,0
16276,80.0,1,12,flexible,0,0
16277,85.0,1,30,flexible,0,0
16278,18.0,2,1125,strict_14_with_grace_period,0,0
16279,500.0,1,3,flexible,0,0
16280,350.0,1,1125,flexible,0,0
16281,203.0,1,1125,moderate,0,0
16282,46.0,3,20,flexible,0,0
16283,500.0,1,2,flexible,0,0
16284,25.0,4,180,strict_14_with_grace_period,0,0
16286,100.0,1,1125,flexible,0,0
16287,500.0,1,1125,flexible,0,0
16288,300.0,1,1125,flexible,0,0
16289,48.0,1,30,strict_14_with_grace_period,0,0
16290,35.0,1,30,strict_14_with_grace_period,0,0
16291,1500.0,1,2,flexible,0,0
16292,350.0,1,6,flexible,0,0
16293,75.0,2,1125,moderate,0,0
16294,64.0,3,1000,moderate,0,0
16295,2000.0,1,3,flexible,0,0
16296,21.0,1,2,strict_14_with_grace_period,0,0
16297,300.0,1,1125,flexible,0,0
16298,120.0,1,30,flexible,0,0
16299,2550.0,2,1125,flexible,0,0
16300,500.0,1,3,flexible,0,0
16301,550.0,1,1125,flexible,0,0
16302,500.0,1,1125,flexible,0,0
16303,250.0,2,3,flexible,0,0
16304,99.0,1,1125,moderate,0,0
16305,600.0,1,1125,moderate,0,0
16306,90.0,2,1125,moderate,0,0
16307,500.0,1,1,flexible,0,0
16308,300.0,1,3,flexible,0,0
16309,300.0,1,7,flexible,0,0
16310,600.0,1,1,flexible,0,0
16311,50.0,1,1,flexible,0,0
16312,200.0,2,5,flexible,0,0
16313,500.0,1,1125,flexible,0,0
16314,1650.0,1,1,flexible,0,0
16315,1500.0,1,1125,strict_14_with_grace_period,0,0
16316,230.0,1,2,flexible,0,0
16317,73.0,4,1125,moderate,0,0
16318,1000.0,1,2,flexible,0,0
16319,50.0,2,29,flexible,0,0
16320,175.0,1,6,flexible,0,0
16321,550.0,2,3,flexible,0,0
16322,120.0,1,2,flexible,0,0
16323,1000.0,1,3,flexible,0,0
16324,600.0,1,10,flexible,0,0
16325,250.0,2,3,flexible,0,0
16326,400.0,1,4,flexible,0,0
16327,48.0,2,1125,flexible,0,0
16328,500.0,1,1125,flexible,0,0
16329,300.0,1,1125,flexible,0,0
16330,80.0,1,1125,flexible,0,0
16331,35.0,2,30,strict_14_with_grace_period,0,0
16332,6000.0,1,3,flexible,0,0
16333,130.0,2,999,flexible,0,0
16334,600.0,1,7,flexible,0,0
16335,165.0,1,30,flexible,0,0
16336,300.0,1,3,flexible,0,0
16337,300.0,1,5,flexible,0,0
16338,45.0,4,4,flexible,0,0
16339,85.0,1,1125,flexible,0,0
16340,199.0,1,1125,flexible,0,0
16341,60.0,3,30,flexible,0,0
16342,90.0,1,7,flexible,0,0
16343,600.0,1,2,flexible,0,0
16344,240.0,1,1125,flexible,0,0
16345,180.0,1,1125,flexible,0,0
16346,150.0,1,1125,flexible,0,0
16347,100.0,3,1125,strict_14_with_grace_period,0,0
16348,35.0,2,62,flexible,0,0
16349,140.0,3,14,flexible,0,0
16350,600.0,1,1125,flexible,0,0
16351,36.0,2,60,flexible,0,0
16352,920.0,1,3,flexible,0,0
16353,47.0,1,1125,strict_14_with_grace_period,0,0
16354,300.0,1,4,flexible,0,0
16355,295.0,1,4,flexible,0,0
16356,950.0,1,3,flexible,0,0
16357,16.0,1,4,flexible,0,0
16358,820.0,2,4,flexible,0,0
16359,38.0,1,2,strict_14_with_grace_period,0,0
16360,250.0,2,4,moderate,0,0
16361,300.0,1,1125,flexible,0,0
16362,65.0,2,1000,moderate,0,0
16363,150.0,1,1125,moderate,0,0
16364,250.0,1,6,flexible,0,0
16365,350.0,1,2,flexible,0,0
16366,400.0,2,5,flexible,0,0
16367,22.0,2,1125,flexible,0,0
16368,450.0,1,1125,flexible,0,0
16369,50.0,3,1125,moderate,0,0
16370,300.0,1,2,flexible,0,0
16371,250.0,1,1125,flexible,0,0
16372,250.0,1,30,flexible,0,0
16373,999.0,1,1125,flexible,0,0
16374,250.0,1,1125,flexible,0,0
16375,289.0,1,3,flexible,0,0
16376,2000.0,1,1125,flexible,0,0
16377,400.0,1,2,flexible,0,0
16378,200.0,3,10,flexible,0,0
16379,500.0,1,5,flexible,0,0
16380,200.0,1,1,flexible,0,0
16381,125.0,2,14,flexible,0,0
16382,700.0,1,7,flexible,0,0
16383,250.0,1,1125,flexible,0,0
16384,900.0,1,1125,flexible,0,0
16385,1800.0,1,3,flexible,0,0
16386,600.0,1,1125,flexible,0,0
16387,80.0,1,7,flexible,0,0
16388,65.0,3,14,strict_14_with_grace_period,0,0
16389,400.0,1,2,flexible,0,0
16390,25.0,1,30,flexible,0,0
16391,180.0,1,4,flexible,0,0
16392,40.0,1,1125,flexible,0,0
16393,36.0,2,30,flexible,0,0
16394,600.0,1,7,flexible,0,0
16395,1000.0,1,4,flexible,0,0
16396,750.0,1,2,flexible,0,0
16397,30.0,1,3,strict_14_with_grace_period,0,0
16398,180.0,2,1125,strict_14_with_grace_period,0,0
16399,50.0,2,1125,flexible,0,0
16400,300.0,1,3,flexible,0,0
16401,399.0,1,1125,flexible,0,0
16402,1350.0,1,2,flexible,0,0
16403,650.0,1,4,flexible,0,0
16404,450.0,1,2,flexible,0,0
16405,80.0,2,365,strict_14_with_grace_period,0,0
16406,800.0,1,1125,flexible,0,0
16407,350.0,1,2,flexible,0,0
16408,80.0,3,999,flexible,0,0
16409,150.0,2,1125,flexible,0,0
16410,40.0,1,30,flexible,0,0
16411,42.0,7,30,flexible,0,0
16412,200.0,1,3,flexible,0,0
16413,1100.0,2,1125,flexible,0,0
16414,500.0,1,5,flexible,0,0
16415,105.0,1,1125,moderate,0,0
16416,600.0,1,1125,flexible,0,0
16417,950.0,1,2,flexible,0,0
16418,500.0,1,2,flexible,0,0
16419,650.0,1,1,flexible,0,0
16420,500.0,1,2,flexible,0,0
16421,176.0,1,1125,flexible,0,0
16422,120.0,2,5,flexible,0,0
16423,150.0,1,1125,flexible,0,0
16424,500.0,1,1125,flexible,0,0
16425,43.0,2,1125,flexible,0,0
16426,55.0,3,1125,strict_14_with_grace_period,0,0
16427,650.0,1,2,flexible,0,0
16428,400.0,2,1125,flexible,0,0
16429,1000.0,1,1125,flexible,0,0
16430,120.0,2,5,flexible,0,0
16431,300.0,1,1125,flexible,0,0
16432,33.0,2,1125,flexible,0,0
16433,95.0,3,1000,moderate,0,0
16434,750.0,1,1125,flexible,0,0
16435,350.0,1,3,flexible,0,0
16436,500.0,1,2,flexible,0,0
16437,85.0,1,1125,strict_14_with_grace_period,0,0
16438,90.0,2,999,flexible,0,0
16439,45.0,1,1125,moderate,0,0
16440,250.0,1,2,flexible,0,0
16441,1000.0,1,1,flexible,0,0
16442,65.0,1,1125,flexible,0,0
16443,150.0,2,1125,flexible,0,0
16444,50.0,2,1125,flexible,0,0
16445,30.0,1,5,moderate,0,0
16446,350.0,1,2,flexible,0,0
16447,40.0,1,1125,strict_14_with_grace_period,0,0
16448,25.0,1,7,flexible,0,0
16449,3000.0,2,3,flexible,0,0
16450,64.0,1,1125,strict_14_with_grace_period,0,0
16451,60.0,1,1125,moderate,0,0
16452,75.0,1,30,moderate,0,0
16453,1100.0,1,1125,flexible,0,0
16454,900.0,1,1125,flexible,0,0
16455,80.0,3,12,flexible,0,0
16456,400.0,1,1125,flexible,0,0
16457,300.0,1,3,flexible,0,0
16458,300.0,1,2,flexible,0,0
16459,3000.0,1,1125,flexible,0,0
16460,20.0,3,1125,strict_14_with_grace_period,0,0
16461,800.0,1,1125,flexible,0,0
16462,500.0,1,15,flexible,0,0
16463,25.0,2,9,moderate,0,0
16464,500.0,1,1,flexible,0,0
16465,20.0,3,1125,strict_14_with_grace_period,0,0
16466,400.0,1,1125,flexible,0,0
16467,20.0,3,1125,strict_14_with_grace_period,0,0
16468,20.0,3,1125,strict_14_with_grace_period,0,0
16469,20.0,3,1125,strict_14_with_grace_period,0,0
16470,19.0,1,1125,flexible,0,0
16471,1000.0,1,1125,flexible,0,0
16472,20.0,3,1125,strict_14_with_grace_period,0,0
16473,18.0,1,1125,flexible,0,0
16474,20.0,3,1125,strict_14_with_grace_period,0,0
16475,150.0,1,1125,flexible,0,0
16476,120.0,2,1125,flexible,0,0
16477,20.0,3,1120,strict_14_with_grace_period,0,0
16478,2950.0,1,1125,flexible,0,0
16479,55.0,1,3,flexible,0,0
