id,price,minimum_nights,maximum_nights,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification
629,45.0,1,30,flexible,0,0
630,69.0,2,1125,strict_14_with_grace_period,0,0
631,55.0,3,500,moderate,0,0
632,75.0,5,10,strict_14_with_grace_period,0,0
633,85.0,2,1124,moderate,0,0
634,65.0,2,1125,strict_14_with_grace_period,0,0
635,60.0,2,1125,strict_14_with_grace_period,0,0
636,41.0,4,20,flexible,0,0
637,110.0,2,20,moderate,1,1
638,30.0,7,1125,flexible,0,0
639,60.0,1,1125,flexible,0,0
640,80.0,3,1120,strict_14_with_grace_period,1,1
641,45.0,1,1125,moderate,0,0
642,65.0,3,1125,moderate,0,0
643,75.0,3,30,strict_14_with_grace_period,0,0
644,120.0,5,90,strict_14_with_grace_period,0,0
645,90.0,3,38,strict_14_with_grace_period,0,0
646,37.0,1,1125,moderate,0,0
647,69.0,2,30,strict_14_with_grace_period,0,0
648,100.0,3,365,strict_14_with_grace_period,0,0
649,30.0,2,1125,flexible,0,0
650,250.0,3,365,super_strict_30,0,0
651,60.0,2,1125,moderate,0,0
652,59.0,3,360,strict_14_with_grace_period,0,0
653,250.0,3,90,super_strict_30,0,0
654,55.0,3,1125,moderate,0,1
655,30.0,30,90,strict_14_with_grace_period,0,0
656,160.0,7,1125,moderate,0,0
657,60.0,3,1125,flexible,0,0
658,13.0,30,1125,strict_14_with_grace_period,0,0
659,130.0,2,1125,moderate,0,0
660,1000.0,2,1125,moderate,0,0
661,82.0,2,1125,moderate,0,0
662,35.0,5,1500,strict_14_with_grace_period,0,0
663,35.0,2,365,moderate,0,0
664,85.0,2,30,flexible,0,0
665,49.0,1,15,moderate,0,1
666,35.0,1,1125,flexible,0,0
667,48.0,3,1125,strict_14_with_grace_period,0,0
668,40.0,1,1125,strict_14_with_grace_period,0,0
669,40.0,5,8,flexible,0,0
670,35.0,3,1125,flexible,0,0
671,91.0,5,1125,flexible,0,0
672,21.0,5,1125,strict_14_with_grace_period,0,0
673,80.0,2,1125,flexible,0,0
674,110.0,45,1125,strict_14_with_grace_period,0,1
675,29.0,2,8,strict_14_with_grace_period,0,0
676,25.0,5,62,strict_14_with_grace_period,0,0
677,100.0,1,1,moderate,0,0
678,43.0,25,180,strict_14_with_grace_period,0,0
679,70.0,5,900,moderate,0,0
680,80.0,4,10,flexible,1,1
681,110.0,7,1125,strict_14_with_grace_period,0,0
682,80.0,1,1125,moderate,0,0
683,135.0,4,365,moderate,0,0
684,400.0,3,6,flexible,0,0
685,80.0,7,1125,strict_14_with_grace_period,0,0
686,30.0,2,1125,strict_14_with_grace_period,0,0
687,50.0,3,1125,strict_14_with_grace_period,0,0
688,85.0,3,30,moderate,0,0
689,121.0,75,1125,strict_14_with_grace_period,0,0
690,60.0,5,1125,moderate,0,0
691,64.0,7,1125,moderate,0,0
692,90.0,1,1125,strict_14_with_grace_period,0,0
693,70.0,3,30,strict_14_with_grace_period,0,0
694,90.0,3,30,strict_14_with_grace_period,0,0
695,100.0,3,30,strict_14_with_grace_period,0,0
696,110.0,2,1125,moderate,0,0
697,48.0,1,365,strict_14_with_grace_period,1,1
698,80.0,3,1125,strict_14_with_grace_period,0,1
699,120.0,2,1125,strict_14_with_grace_period,0,0
700,45.0,10,365,strict_14_with_grace_period,0,0
701,48.0,1,1125,strict_14_with_grace_period,1,1
702,70.0,4,1125,strict_14_with_grace_period,0,0
703,55.0,5,21,moderate,1,1
704,23.0,15,60,strict_14_with_grace_period,0,0
705,80.0,2,45,strict_14_with_grace_period,0,0
706,50.0,6,1125,strict_14_with_grace_period,0,0
707,90.0,3,21,strict_14_with_grace_period,0,0
708,110.0,3,21,strict_14_with_grace_period,0,0
709,55.0,2,90,strict_14_with_grace_period,0,0
710,15.0,7,1125,flexible,0,0
711,36.0,3,1125,moderate,1,1
712,25.0,1,1125,strict_14_with_grace_period,0,0
713,66.0,3,365,strict_14_with_grace_period,0,0
714,33.0,1,1125,moderate,0,0
716,85.0,1,1125,strict_14_with_grace_period,0,0
717,80.0,3,1125,strict_14_with_grace_period,0,0
718,67.0,1,1124,strict_14_with_grace_period,0,0
719,89.0,2,1125,strict_14_with_grace_period,0,0
720,70.0,2,30,strict_14_with_grace_period,0,0
721,69.0,3,35,moderate,0,0
722,70.0,2,365,moderate,0,0
723,85.0,2,1125,strict_14_with_grace_period,0,0
724,68.0,4,1125,strict_14_with_grace_period,0,0
725,30.0,7,1125,strict_14_with_grace_period,0,0
726,315.0,3,1125,moderate,0,0
727,42.0,1,1125,strict_14_with_grace_period,1,1
728,75.0,2,1125,strict_14_with_grace_period,0,0
729,79.0,2,365,strict_14_with_grace_period,0,0
730,110.0,3,1125,strict_14_with_grace_period,0,0
731,85.0,3,30,flexible,0,0
732,71.0,2,700,moderate,1,1
734,45.0,3,1125,strict_14_with_grace_period,0,0
735,50.0,3,4,moderate,0,0
736,40.0,3,1125,flexible,0,0
737,66.0,2,1125,strict_14_with_grace_period,0,0
738,85.0,2,14,moderate,0,0
739,67.0,8,1125,strict_14_with_grace_period,0,0
740,185.0,3,30,moderate,0,0
741,185.0,3,30,moderate,0,0
742,185.0,3,60,moderate,0,0
743,55.0,2,360,strict_14_with_grace_period,1,1
744,52.0,15,1125,moderate,0,0
745,75.0,6,30,moderate,0,0
746,55.0,3,700,flexible,0,0
747,70.0,5,1125,moderate,0,0
749,75.0,4,1125,strict_14_with_grace_period,0,0
750,20.0,60,180,strict_14_with_grace_period,0,1
751,75.0,2,1125,strict_14_with_grace_period,0,0
752,33.0,4,1000,strict_14_with_grace_period,0,0
753,94.0,2,45,strict_14_with_grace_period,0,0
754,48.0,1,365,strict_14_with_grace_period,1,1
755,45.0,1,300,moderate,0,0
756,80.0,2,7,flexible,0,0
757,90.0,5,180,strict_14_with_grace_period,1,1
758,55.0,3,365,strict_14_with_grace_period,0,1
759,117.0,1,1124,strict_14_with_grace_period,0,0
760,50.0,2,1125,flexible,1,1
761,85.0,90,1125,strict_14_with_grace_period,0,1
762,90.0,3,1125,strict_14_with_grace_period,0,0
763,135.0,1,1124,strict_14_with_grace_period,0,0
764,55.0,3,1125,moderate,0,0
765,56.0,4,10,strict_14_with_grace_period,0,0
766,39.0,1,1125,flexible,0,0
767,31.0,6,75,moderate,1,0
768,139.0,3,1125,moderate,0,0
769,35.0,1,1125,moderate,0,0
770,76.0,3,1125,moderate,0,0
771,130.0,3,30,moderate,0,0
772,185.0,3,30,moderate,0,0
773,185.0,3,30,moderate,0,0
774,194.0,3,30,moderate,0,0
775,194.0,3,30,moderate,0,0
776,100.0,4,60,moderate,0,0
777,38.0,1,365,strict_14_with_grace_period,1,1
778,53.0,2,15,moderate,0,0
779,85.0,2,1125,moderate,0,0
780,25.0,5,1125,strict_14_with_grace_period,0,0
781,32.0,3,1125,strict_14_with_grace_period,0,0
782,55.0,4,1125,strict_14_with_grace_period,0,0
783,20.0,1,15,moderate,0,0
784,46.0,32,1125,moderate,0,0
785,72.0,3,1125,moderate,0,0
786,176.0,1,285,strict_14_with_grace_period,0,0
787,60.0,30,1125,moderate,0,0
788,41.0,2,90,strict_14_with_grace_period,0,0
789,38.0,1,1125,strict_14_with_grace_period,0,0
790,42.0,1,1125,strict_14_with_grace_period,0,0
791,69.0,4,1125,flexible,0,0
792,66.0,4,15,moderate,0,0
793,40.0,2,5,moderate,0,0
794,105.0,3,1124,moderate,0,0
795,19.0,4,30,strict_14_with_grace_period,0,1
796,23.0,30,365,strict_14_with_grace_period,0,0
797,42.0,1,1125,strict_14_with_grace_period,0,0
798,39.0,1,1125,strict_14_with_grace_period,0,0
799,45.0,6,1125,flexible,0,0
800,75.0,4,120,strict_14_with_grace_period,0,0
801,75.0,2,1125,strict_14_with_grace_period,0,0
802,85.0,3,10,strict_14_with_grace_period,0,0
803,40.0,1,1125,strict_14_with_grace_period,0,0
804,125.0,2,115,strict_14_with_grace_period,0,0
805,76.0,1,1124,strict_14_with_grace_period,0,0
806,65.0,3,1000,moderate,0,0
807,63.0,28,360,strict_14_with_grace_period,1,0
808,21.0,1,2,moderate,0,0
809,75.0,1,1125,flexible,0,0
810,85.0,3,365,strict_14_with_grace_period,0,1
811,75.0,50,80,flexible,0,0
812,75.0,3,30,moderate,0,0
813,80.0,7,1125,moderate,0,0
814,68.0,6,90,strict_14_with_grace_period,0,0
815,75.0,5,1125,moderate,0,0
816,75.0,12,366,moderate,0,0
817,115.0,4,1125,moderate,0,0
818,90.0,2,1125,moderate,0,0
819,110.0,4,180,moderate,0,0
820,50.0,2,1125,flexible,0,0
821,68.0,3,365,strict_14_with_grace_period,0,0
822,35.0,4,15,moderate,0,0
823,34.0,2,1125,moderate,0,0
824,65.0,3,1125,moderate,0,0
825,59.0,3,1125,strict_14_with_grace_period,0,0
826,59.0,3,1125,strict_14_with_grace_period,0,0
827,55.0,3,200,strict_14_with_grace_period,0,0
828,119.0,4,1125,moderate,0,0
829,59.0,2,365,strict_14_with_grace_period,0,0
830,55.0,2,365,strict_14_with_grace_period,0,0
831,99.0,2,365,strict_14_with_grace_period,0,0
832,125.0,4,200,flexible,0,0
833,57.0,2,1125,strict_14_with_grace_period,0,0
834,199.0,2,100,strict_14_with_grace_period,1,1
835,61.0,28,360,strict_14_with_grace_period,1,0
836,85.0,1,60,moderate,0,0
837,65.0,2,1125,strict_14_with_grace_period,0,0
838,23.0,5,31,strict_14_with_grace_period,0,0
839,33.0,1,365,moderate,0,0
840,73.0,1,1124,strict_14_with_grace_period,0,0
841,125.0,1,1125,strict_14_with_grace_period,0,0
842,20.0,1,1125,moderate,0,0
843,25.0,2,1125,strict_14_with_grace_period,0,0
844,22.0,1,1125,moderate,0,0
845,22.0,1,1125,moderate,0,0
846,21.0,1,1125,strict_14_with_grace_period,0,0
847,28.0,2,1125,strict_14_with_grace_period,0,0
848,200.0,2,6,moderate,0,0
849,110.0,3,1125,moderate,0,0
850,50.0,1,1125,strict_14_with_grace_period,0,0
851,58.0,364,1820,strict_14_with_grace_period,0,0
852,60.0,2,1125,strict_14_with_grace_period,0,0
853,65.0,3,1125,moderate,0,0
854,179.0,3,1125,moderate,0,0
855,135.0,4,1124,moderate,0,0
856,45.0,1,365,strict_14_with_grace_period,0,0
857,70.0,3,90,strict_14_with_grace_period,0,0
858,31.0,12,1125,strict_14_with_grace_period,0,0
859,58.0,1,1125,strict_14_with_grace_period,0,0
860,30.0,1,1125,moderate,0,0
861,40.0,1,3,strict_14_with_grace_period,0,0
862,100.0,30,300,strict_14_with_grace_period,0,0
863,60.0,60,600,strict_14_with_grace_period,0,0
864,25.0,2,1125,moderate,0,0
866,35.0,1,99,strict_14_with_grace_period,0,0
867,65.0,2,200,strict_14_with_grace_period,0,0
868,67.0,1,1125,strict_14_with_grace_period,0,0
869,70.0,5,90,super_strict_30,0,0
870,50.0,1,365,strict_14_with_grace_period,0,0
871,69.0,4,33,strict_14_with_grace_period,0,0
872,49.0,2,1125,strict_14_with_grace_period,0,0
873,75.0,12,366,moderate,0,0
874,75.0,2,1125,strict_14_with_grace_period,0,0
875,40.0,2,1125,flexible,0,0
876,137.0,2,365,moderate,0,0
877,58.0,3,60,moderate,0,0
878,78.0,3,1125,moderate,1,0
879,140.0,2,1125,strict_14_with_grace_period,1,1
880,60.0,2,1125,strict_14_with_grace_period,0,0
881,29.0,2,1125,flexible,0,0
882,200.0,3,1125,moderate,0,0
883,79.0,2,480,flexible,0,0
884,49.0,1,1000,strict_14_with_grace_period,0,0
885,120.0,14,1125,moderate,0,0
886,120.0,14,1125,moderate,0,0
887,300.0,4,1125,strict_14_with_grace_period,0,0
888,20.0,5,1000,strict_14_with_grace_period,1,1
889,50.0,2,60,moderate,0,0
890,35.0,2,365,moderate,0,1
891,55.0,2,1125,moderate,0,0
892,120.0,3,1125,strict_14_with_grace_period,0,0
893,94.0,2,1365,strict_14_with_grace_period,0,0
894,100.0,3,1125,flexible,0,0
895,70.0,2,200,strict_14_with_grace_period,0,0
896,27.0,3,1125,strict_14_with_grace_period,0,0
897,100.0,2,112,strict_14_with_grace_period,0,0
898,62.0,4,1125,strict_14_with_grace_period,0,0
899,25.0,1,1125,flexible,0,0
900,85.0,2,365,strict_14_with_grace_period,0,0
901,85.0,3,365,strict_14_with_grace_period,0,0
902,90.0,2,14,moderate,0,0
903,65.0,1,1124,strict_14_with_grace_period,0,0
904,75.0,1,40,strict_14_with_grace_period,0,0
905,78.0,1,1125,flexible,0,0
906,64.0,5,90,moderate,0,0
907,30.0,2,30,flexible,0,0
908,79.0,3,360,strict_14_with_grace_period,0,0
909,110.0,2,1125,moderate,0,0
910,100.0,2,7,moderate,0,0
911,50.0,2,1125,strict_14_with_grace_period,0,0
912,95.0,4,1125,moderate,0,0
913,95.0,4,1125,moderate,0,0
914,70.0,5,80,strict_14_with_grace_period,0,0
915,38.0,1,1125,strict_14_with_grace_period,0,0
916,49.0,2,365,strict_14_with_grace_period,0,0
917,80.0,30,600,flexible,0,0
918,120.0,4,1125,strict_14_with_grace_period,0,0
919,50.0,1,1125,flexible,0,0
920,130.0,2,1125,strict_14_with_grace_period,0,0
921,100.0,1,4,moderate,0,0
922,100.0,2,1125,strict_14_with_grace_period,0,0
923,200.0,2,1125,strict_14_with_grace_period,0,0
924,70.0,3,1125,moderate,0,0
925,120.0,5,1125,strict_14_with_grace_period,0,0
926,80.0,1,100,strict_14_with_grace_period,0,0
927,100.0,2,5,moderate,0,0
928,50.0,5,1125,strict_14_with_grace_period,0,0
929,44.0,1,1125,strict_14_with_grace_period,0,0
930,24.0,3,30,strict_14_with_grace_period,0,0
931,104.0,1,1125,strict_14_with_grace_period,0,0
932,70.0,2,25,moderate,0,0
934,109.0,2,30,moderate,0,0
935,30.0,2,1125,moderate,0,0
936,65.0,2,30,flexible,0,0
937,46.0,1,1125,moderate,0,0
938,60.0,1,1125,flexible,0,0
939,65.0,5,1125,flexible,0,0
940,40.0,2,1125,flexible,0,0
941,75.0,2,28,strict_14_with_grace_period,0,0
942,65.0,2,1125,strict_14_with_grace_period,0,0
943,69.0,2,1125,strict_14_with_grace_period,0,0
944,20.0,20,35,strict_14_with_grace_period,0,0
945,61.0,3,200,strict_14_with_grace_period,0,0
946,165.0,2,730,strict_14_with_grace_period,0,0
947,95.0,3,14,strict_14_with_grace_period,0,0
948,69.0,4,45,strict_14_with_grace_period,0,0
949,67.0,1,1124,strict_14_with_grace_period,0,0
950,47.0,2,1125,moderate,0,0
951,77.0,3,365,moderate,0,1
952,85.0,2,2,moderate,0,0
953,40.0,1,1125,strict_14_with_grace_period,0,0
954,60.0,70,1125,strict_14_with_grace_period,0,0
955,58.0,30,1125,strict_14_with_grace_period,0,0
956,539.0,5,1125,strict_14_with_grace_period,0,0
957,89.0,3,1125,moderate,0,0
958,110.0,4,365,moderate,0,1
959,59.0,14,90,strict_14_with_grace_period,0,0
960,85.0,2,60,strict_14_with_grace_period,0,0
961,85.0,2,60,strict_14_with_grace_period,0,0
962,80.0,2,520,strict_14_with_grace_period,0,0
963,33.0,1,366,moderate,0,0
964,31.0,13,90,moderate,0,0
965,38.0,2,1125,moderate,0,0
966,99.0,2,730,strict_14_with_grace_period,0,0
967,30.0,2,1125,strict_14_with_grace_period,0,0
968,120.0,14,1125,moderate,0,0
969,251.0,1,360,strict_14_with_grace_period,0,0
970,75.0,4,1125,strict_14_with_grace_period,0,0
971,80.0,2,180,moderate,0,0
972,51.0,2,1125,moderate,0,0
973,75.0,2,28,moderate,0,0
974,39.0,1,15,moderate,0,0
975,70.0,2,999,moderate,1,1
976,26.0,2,40,moderate,0,0
977,55.0,2,1124,moderate,0,0
979,69.0,3,365,strict_14_with_grace_period,0,0
980,55.0,2,1125,moderate,0,0
981,25.0,4,1125,strict_14_with_grace_period,0,0
982,99.0,2,730,strict_14_with_grace_period,0,0
983,95.0,7,1125,moderate,0,0
984,160.0,3,1125,strict_14_with_grace_period,0,0
985,50.0,3,1124,flexible,0,0
986,90.0,3,1125,strict_14_with_grace_period,0,0
987,35.0,5,1055,strict_14_with_grace_period,0,0
988,35.0,4,444,strict_14_with_grace_period,0,0
989,65.0,30,1125,moderate,0,0
990,39.0,2,1125,moderate,0,0
991,65.0,2,1125,moderate,0,0
992,89.0,2,1125,moderate,0,0
993,50.0,2,30,strict_14_with_grace_period,0,0
995,138.0,4,100,moderate,0,0
996,155.0,4,1125,moderate,0,0
997,59.0,30,1125,moderate,0,0
998,85.0,3,1125,strict_14_with_grace_period,0,0
999,94.0,2,1125,strict_14_with_grace_period,0,0
1000,90.0,2,1125,flexible,0,0
1001,80.0,2,1125,moderate,0,0
1002,25.0,90,90,flexible,0,0
1003,75.0,2,1125,moderate,0,0
1004,120.0,14,1125,moderate,0,0
1005,300.0,4,1125,strict_14_with_grace_period,0,0
1006,38.0,3,364,strict_14_with_grace_period,0,0
1007,169.0,1,330,moderate,0,0
1008,99.0,3,30,strict_14_with_grace_period,0,0
1009,62.0,1,1125,moderate,0,0
1010,51.0,40,1124,moderate,0,0
1011,22.0,1,1125,strict_14_with_grace_period,0,0
1012,25.0,1,1125,flexible,0,0
1013,75.0,5,1125,strict_14_with_grace_period,0,0
1014,20.0,1,1125,moderate,0,0
1015,98.0,3,60,moderate,0,0
1016,95.0,3,100,moderate,0,0
1017,54.0,1,1125,strict_14_with_grace_period,0,0
1018,70.0,4,1125,strict_14_with_grace_period,0,0
1019,108.0,2,1125,strict_14_with_grace_period,0,0
1020,94.0,2,1125,strict_14_with_grace_period,0,0
1021,35.0,4,78,strict_14_with_grace_period,0,0
1022,65.0,1,1125,flexible,0,0
1023,52.0,3,1125,moderate,0,0
1024,130.0,1,365,strict_14_with_grace_period,0,0
1025,90.0,2,365,strict_14_with_grace_period,0,0
1026,80.0,2,365,strict_14_with_grace_period,0,0
1027,70.0,2,365,strict_14_with_grace_period,0,0
1028,160.0,1,365,strict_14_with_grace_period,0,0
1029,300.0,1,365,strict_14_with_grace_period,0,0
1030,125.0,4,1125,moderate,0,0
1031,60.0,1,1125,moderate,0,0
1032,65.0,2,3,flexible,0,0
1033,120.0,3,21,strict_14_with_grace_period,0,0
1034,72.0,2,30,moderate,0,0
1035,30.0,1,1125,strict_14_with_grace_period,0,0
1036,35.0,1,1000,moderate,0,0
1037,98.0,3,500,moderate,0,0
1038,27.0,7,30,flexible,0,0
1039,52.0,2,1125,moderate,0,0
1040,70.0,2,1125,flexible,0,0
1041,50.0,1,1125,strict_14_with_grace_period,0,0
1042,88.0,5,1125,moderate,0,0
1043,60.0,3,10,moderate,0,0
1044,42.0,1,1125,flexible,0,0
1045,28.0,3,1125,strict_14_with_grace_period,0,0
1046,37.0,1,1125,flexible,0,0
1047,95.0,3,1125,strict_14_with_grace_period,0,0
1048,70.0,1,1125,moderate,0,0
1049,75.0,3,200,strict_14_with_grace_period,0,0
1050,79.0,2,1125,strict_14_with_grace_period,0,0
1051,69.0,90,1125,moderate,0,0
1052,48.0,1,1125,moderate,0,0
1053,66.0,1,1124,strict_14_with_grace_period,0,0
1054,90.0,9,1125,moderate,0,1
1055,69.0,1,1125,strict_14_with_grace_period,0,0
1056,193.0,3,999,strict_14_with_grace_period,0,0
1057,45.0,3,1125,flexible,0,0
1058,75.0,15,1125,strict_14_with_grace_period,0,0
1059,52.0,30,165,strict_14_with_grace_period,0,0
1060,80.0,1,2,moderate,0,0
1061,150.0,7,1125,flexible,0,0
1062,80.0,3,1000,strict_14_with_grace_period,0,0
1063,50.0,15,1125,flexible,0,0
1064,49.0,2,1125,strict_14_with_grace_period,0,0
1065,95.0,2,1125,strict_14_with_grace_period,0,0
1066,65.0,3,120,strict_14_with_grace_period,0,1
1067,30.0,2,1125,strict_14_with_grace_period,0,0
1068,104.0,2,730,strict_14_with_grace_period,0,0
1069,22.0,3,15,strict_14_with_grace_period,0,0
1070,193.0,3,1125,flexible,0,0
1071,83.0,1,365,strict_14_with_grace_period,0,0
1072,70.0,1,1125,moderate,0,0
1073,18.0,4,1125,strict_14_with_grace_period,0,0
1074,160.0,3,90,moderate,0,0
1075,44.0,3,1125,moderate,0,0
1076,148.0,1,1124,strict_14_with_grace_period,0,0
1077,48.0,7,1125,strict_14_with_grace_period,0,0
1078,50.0,7,1125,strict_14_with_grace_period,0,0
1079,68.0,1,1124,strict_14_with_grace_period,0,0
1080,135.0,3,365,strict_14_with_grace_period,0,1
1081,28.0,2,1125,moderate,0,0
1082,58.0,3,90,flexible,0,0
1083,99.0,2,1125,moderate,0,0
1084,13.0,1,1125,strict_14_with_grace_period,0,0
1085,52.0,2,1125,flexible,0,0
1086,140.0,3,1125,moderate,0,0
1087,80.0,4,30,strict_14_with_grace_period,0,0
1088,48.0,1,1125,moderate,0,0
1089,26.0,1,1125,moderate,0,0
1090,110.0,2,60,moderate,0,0
1091,70.0,4,30,strict_14_with_grace_period,0,0
1092,51.0,2,45,moderate,0,0
1093,21.0,1,7,flexible,0,0
1094,84.0,2,1125,moderate,0,0
1095,20.0,2,1125,strict_14_with_grace_period,0,0
1096,39.0,1,1125,flexible,0,0
1097,18.0,2,1125,strict_14_with_grace_period,0,0
1098,40.0,2,1125,strict_14_with_grace_period,0,0
1099,20.0,15,1125,strict_14_with_grace_period,0,0
1101,28.0,2,1125,moderate,0,0
1102,80.0,2,1125,flexible,0,0
1103,30.0,2,1125,moderate,0,0
1104,94.0,2,1125,strict_14_with_grace_period,0,0
1105,30.0,1,1125,moderate,0,0
1106,50.0,14,60,moderate,0,0
1107,45.0,1,1125,strict_14_with_grace_period,0,0
1108,80.0,3,1120,moderate,0,0
1109,80.0,2,1125,strict_14_with_grace_period,0,0
1110,70.0,1,12,moderate,0,1
1111,49.0,4,1125,strict_14_with_grace_period,0,0
1112,74.0,1,1125,strict_14_with_grace_period,0,0
1113,75.0,2,1125,moderate,0,0
1114,85.0,2,1125,flexible,0,0
1115,85.0,3,30,strict_14_with_grace_period,0,0
1116,45.0,2,60,strict_14_with_grace_period,0,0
1117,76.0,3,1125,moderate,0,0
1118,160.0,2,1125,strict_14_with_grace_period,0,0
1119,88.0,2,365,moderate,0,0
1120,90.0,1,1125,strict_14_with_grace_period,0,0
1121,55.0,2,1125,flexible,0,0
1122,58.0,3,180,moderate,0,1
1123,79.0,2,1125,moderate,0,0
1124,115.0,3,360,moderate,0,0
1125,61.0,3,30,strict_14_with_grace_period,0,0
1126,75.0,2,1125,moderate,0,0
1127,13.0,5,85,moderate,0,0
1128,50.0,1,1125,strict_14_with_grace_period,0,0
1129,40.0,1,1125,flexible,0,0
1130,58.0,3,365,strict_14_with_grace_period,0,0
1131,40.0,1,1125,strict_14_with_grace_period,0,0
1132,46.0,1,1125,moderate,0,0
1133,60.0,3,60,flexible,0,0
1134,75.0,2,1125,moderate,0,0
1135,24.0,2,40,moderate,0,0
1136,30.0,3,1125,moderate,0,0
1137,41.0,5,85,strict_14_with_grace_period,0,0
1138,20.0,2,1125,flexible,0,0
1139,16.0,7,30,strict_14_with_grace_period,0,0
1140,45.0,1,365,strict_14_with_grace_period,0,0
1141,145.0,1,1125,flexible,0,0
1142,26.0,1,90,strict_14_with_grace_period,0,0
1143,69.0,2,90,strict_14_with_grace_period,0,0
1144,30.0,2,1125,moderate,0,0
1145,28.0,30,1125,moderate,0,0
1146,45.0,3,3,strict_14_with_grace_period,0,0
1147,60.0,2,1124,moderate,0,0
1148,35.0,2,1125,flexible,0,0
1149,95.0,2,30,moderate,0,0
1150,74.0,2,1125,moderate,0,0
1151,90.0,6,15,moderate,0,0
1152,39.0,1,1125,flexible,0,0
1153,20.0,1,1125,flexible,0,0
1154,23.0,20,1125,moderate,0,0
1155,55.0,2,330,moderate,0,0
1156,70.0,3,200,strict_14_with_grace_period,0,0
1157,70.0,5,1125,strict_14_with_grace_period,0,0
1158,109.0,2,30,moderate,0,0
1159,20.0,2,1125,moderate,0,0
1160,25.0,1,1125,moderate,0,0
1161,62.0,4,1125,moderate,0,0
1162,75.0,3,15,strict_14_with_grace_period,0,1
1163,28.0,1,1125,flexible,0,0
1164,45.0,1,40,strict_14_with_grace_period,0,0
1165,70.0,3,1125,moderate,0,0
1166,185.0,1,1125,strict_14_with_grace_period,0,0
1167,125.0,2,30,strict_14_with_grace_period,0,0
1168,20.0,2,1125,flexible,0,0
1169,70.0,14,180,moderate,0,0
1170,25.0,1,1125,flexible,0,0
1171,35.0,1,1125,flexible,0,0
1172,60.0,17,1125,flexible,0,0
1173,140.0,1,1125,strict_14_with_grace_period,0,0
1174,79.0,2,1125,strict_14_with_grace_period,0,0
1175,45.0,1,40,strict_14_with_grace_period,0,0
1176,38.0,1,100,strict_14_with_grace_period,1,1
1177,140.0,1,1125,strict_14_with_grace_period,0,0
1178,500.0,3,30,strict_14_with_grace_period,0,0
1179,40.0,90,1125,moderate,0,0
1180,60.0,1,1125,strict_14_with_grace_period,0,0
1181,45.0,1,1125,strict_14_with_grace_period,0,0
1182,45.0,1,1125,strict_14_with_grace_period,0,0
1183,45.0,1,1125,strict_14_with_grace_period,0,0
1184,29.0,2,1125,moderate,0,0
1185,116.0,3,1124,strict_14_with_grace_period,0,0
1186,300.0,2,30,moderate,0,0
1187,70.0,1,1125,flexible,0,0
1188,20.0,1,1125,flexible,0,0
1189,160.0,1,1125,strict_14_with_grace_period,0,0
1190,30.0,2,16,strict_14_with_grace_period,0,0
1191,79.0,1,1125,strict_14_with_grace_period,0,0
1192,135.0,2,999,flexible,0,0
1193,105.0,2,200,flexible,0,0
1194,20.0,1,15,moderate,0,0
1195,100.0,1,1125,flexible,0,0
1196,64.0,2,112,strict_14_with_grace_period,0,0
1197,38.0,1,1125,strict_14_with_grace_period,1,1
1198,75.0,5,100,strict_14_with_grace_period,0,0
1199,62.0,2,10,strict_14_with_grace_period,0,0
1200,45.0,10,1124,strict_14_with_grace_period,0,0
