id,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,days_since_last_review,days_since_first_review,number_of_reviews_en,number_of_reviews_es,number_of_reviews_otros
20884,0,0,,,,,,,,,-1,-1,,,
20885,6,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,3,17,0.0,6.0,0.0
20886,2,2,80.0,8.0,9.0,7.0,7.0,8.0,7.0,2.0,5,9,0.0,2.0,0.0
20887,1,1,100.0,8.0,10.0,8.0,8.0,10.0,10.0,1.0,9,9,0.0,1.0,0.0
20888,0,0,,,,,,,,,-1,-1,,,
20889,0,0,,,,,,,,,-1,-1,,,
20890,0,0,,,,,,,,,-1,-1,,,
20891,0,0,,,,,,,,,-1,-1,,,
20892,0,0,,,,,,,,,-1,-1,,,
20893,0,0,,,,,,,,,-1,-1,,,
20894,0,0,,,,,,,,,-1,-1,,,
20895,0,0,,,,,,,,,-1,-1,,,
20896,0,0,,,,,,,,,-1,-1,,,
20897,0,0,,,,,,,,,-1,-1,,,
20898,0,0,,,,,,,,,-1,-1,,,
20899,0,0,,,,,,,,,-1,-1,,,
20900,0,0,,,,,,,,,-1,-1,,,
20901,0,0,,,,,,,,,-1,-1,,,
20902,0,0,,,,,,,,,-1,-1,,,
20903,2,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,8,12,2.0,0.0,0.0
20904,0,0,,,,,,,,,-1,-1,,,
20905,7,7,97.0,9.0,9.0,10.0,10.0,10.0,9.0,7.0,3,18,0.0,6.0,1.0
20906,0,0,,,,,,,,,-1,-1,,,
20907,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,9,9,1.0,0.0,0.0
20909,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,7,7,1.0,0.0,0.0
20910,0,0,,,,,,,,,-1,-1,,,
20911,2,2,80.0,8.0,10.0,10.0,9.0,10.0,8.0,2.0,13,14,0.0,0.0,2.0
20912,0,0,,,,,,,,,-1,-1,,,
20913,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,9,9,0.0,1.0,0.0
20914,0,0,,,,,,,,,-1,-1,,,
20915,0,0,,,,,,,,,-1,-1,,,
20916,0,0,,,,,,,,,-1,-1,,,
20917,0,0,,,,,,,,,-1,-1,,,
20918,0,0,,,,,,,,,-1,-1,,,
20919,0,0,,,,,,,,,-1,-1,,,
20920,2,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,8,20,2.0,0.0,0.0
20921,0,0,,,,,,,,,-1,-1,,,
20922,0,0,,,,,,,,,-1,-1,,,
20923,0,0,,,,,,,,,-1,-1,,,
20924,0,0,,,,,,,,,-1,-1,,,
20925,5,5,92.0,9.0,10.0,10.0,10.0,10.0,10.0,5.0,1,15,1.0,1.0,3.0
20926,0,0,,,,,,,,,-1,-1,,,
20927,0,0,,,,,,,,,-1,-1,,,
20928,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,12,12,1.0,0.0,0.0
20929,1,1,100.0,10.0,10.0,10.0,10.0,6.0,10.0,1.0,8,8,0.0,1.0,0.0
20931,0,0,,,,,,,,,-1,-1,,,
20932,0,0,,,,,,,,,-1,-1,,,
20933,0,0,,,,,,,,,-1,-1,,,
20934,0,0,,,,,,,,,-1,-1,,,
20936,0,0,,,,,,,,,-1,-1,,,
20937,0,0,,,,,,,,,-1,-1,,,
20938,0,0,,,,,,,,,-1,-1,,,
20939,0,0,,,,,,,,,-1,-1,,,
20940,0,0,,,,,,,,,-1,-1,,,
20941,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,19,19,1.0,0.0,0.0
20943,1,1,,,,,,,,1.0,19,19,1.0,0.0,0.0
20944,1,1,100.0,10.0,10.0,8.0,8.0,10.0,10.0,1.0,11,11,1.0,0.0,0.0
20945,0,0,,,,,,,,,-1,-1,,,
20946,0,0,,,,,,,,,-1,-1,,,
20947,0,0,,,,,,,,,-1,-1,,,
20948,0,0,,,,,,,,,-1,-1,,,
20949,0,0,,,,,,,,,-1,-1,,,
20950,0,0,,,,,,,,,-1,-1,,,
20951,2,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,5,8,2.0,0.0,0.0
20952,0,0,,,,,,,,,-1,-1,,,
20953,0,0,,,,,,,,,-1,-1,,,
20954,0,0,,,,,,,,,-1,-1,,,
20955,0,0,,,,,,,,,-1,-1,,,
20956,1,1,60.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,10,10,0.0,0.0,1.0
20957,0,0,,,,,,,,,-1,-1,,,
20958,0,0,,,,,,,,,-1,-1,,,
20959,0,0,,,,,,,,,-1,-1,,,
20960,0,0,,,,,,,,,-1,-1,,,
20961,0,0,,,,,,,,,-1,-1,,,
20962,0,0,,,,,,,,,-1,-1,,,
20965,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,7,7,0.0,1.0,0.0
20966,0,0,,,,,,,,,-1,-1,,,
20967,0,0,,,,,,,,,-1,-1,,,
20968,0,0,,,,,,,,,-1,-1,,,
20969,0,0,,,,,,,,,-1,-1,,,
20970,1,1,80.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1,1,1.0,0.0,0.0
20972,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,8,8,1.0,0.0,0.0
20973,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,6,6,0.0,1.0,0.0
20974,0,0,,,,,,,,,-1,-1,,,
20975,0,0,,,,,,,,,-1,-1,,,
20976,1,1,100.0,10.0,10.0,10.0,8.0,8.0,8.0,1.0,12,12,0.0,1.0,0.0
20977,0,0,,,,,,,,,-1,-1,,,
20978,1,1,80.0,6.0,10.0,8.0,6.0,8.0,8.0,1.0,7,7,0.0,0.0,1.0
20979,3,3,100.0,10.0,10.0,10.0,10.0,9.0,10.0,3.0,4,12,1.0,2.0,0.0
20980,0,0,,,,,,,,,-1,-1,,,
20982,0,0,,,,,,,,,-1,-1,,,
20983,1,1,100.0,10.0,10.0,10.0,10.0,8.0,10.0,1.0,6,6,0.0,0.0,1.0
20984,0,0,,,,,,,,,-1,-1,,,
20985,1,1,100.0,10.0,10.0,8.0,8.0,10.0,10.0,1.0,12,12,0.0,1.0,0.0
20986,0,0,,,,,,,,,-1,-1,,,
20987,1,1,20.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,10,10,1.0,0.0,0.0
20988,0,0,,,,,,,,,-1,-1,,,
20989,0,0,,,,,,,,,-1,-1,,,
20990,0,0,,,,,,,,,-1,-1,,,
20991,1,1,100.0,8.0,10.0,10.0,10.0,10.0,10.0,1.0,8,8,0.0,1.0,0.0
20992,0,0,,,,,,,,,-1,-1,,,
20993,0,0,,,,,,,,,-1,-1,,,
20994,2,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,9,12,0.0,2.0,0.0
20995,2,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,7,8,1.0,1.0,0.0
20996,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,7,7,0.0,1.0,0.0
20997,0,0,,,,,,,,,-1,-1,,,
20998,1,1,100.0,6.0,10.0,10.0,10.0,10.0,10.0,1.0,12,12,1.0,0.0,0.0
20999,0,0,,,,,,,,,-1,-1,,,
21000,0,0,,,,,,,,,-1,-1,,,
21001,0,0,,,,,,,,,-1,-1,,,
21002,1,1,100.0,10.0,10.0,8.0,10.0,10.0,10.0,1.0,7,7,0.0,1.0,0.0
21003,0,0,,,,,,,,,-1,-1,,,
21004,0,0,,,,,,,,,-1,-1,,,
21005,0,0,,,,,,,,,-1,-1,,,
21006,2,2,90.0,9.0,10.0,9.0,10.0,7.0,10.0,2.0,8,11,0.0,1.0,1.0
21007,2,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,10,13,2.0,0.0,0.0
21008,4,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4.0,4,12,2.0,2.0,0.0
21009,0,0,,,,,,,,,-1,-1,,,
21010,0,0,,,,,,,,,-1,-1,,,
21011,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,5,5,1.0,0.0,0.0
21012,0,0,,,,,,,,,-1,-1,,,
21013,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,15,15,0.0,1.0,0.0
21014,0,0,,,,,,,,,-1,-1,,,
21015,2,2,80.0,10.0,10.0,8.0,8.0,9.0,9.0,2.0,7,11,0.0,2.0,0.0
21016,1,1,100.0,10.0,8.0,10.0,10.0,6.0,8.0,1.0,11,11,0.0,1.0,0.0
21017,2,2,100.0,10.0,9.0,10.0,10.0,9.0,10.0,2.0,6,10,1.0,0.0,1.0
21018,0,0,,,,,,,,,-1,-1,,,
21019,0,0,,,,,,,,,-1,-1,,,
21020,1,1,80.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,5,5,0.0,1.0,0.0
21021,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,9,9,0.0,1.0,0.0
21022,0,0,,,,,,,,,-1,-1,,,
21023,0,0,,,,,,,,,-1,-1,,,
21024,1,1,60.0,10.0,8.0,10.0,10.0,10.0,8.0,1.0,12,12,0.0,1.0,0.0
21025,0,0,,,,,,,,,-1,-1,,,
21026,3,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0,3,12,3.0,0.0,0.0
21027,0,0,,,,,,,,,-1,-1,,,
21028,0,0,,,,,,,,,-1,-1,,,
21029,0,0,,,,,,,,,-1,-1,,,
21030,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,3,3,0.0,1.0,0.0
21031,1,1,80.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,12,12,0.0,1.0,0.0
21032,0,0,,,,,,,,,-1,-1,,,
21033,0,0,,,,,,,,,-1,-1,,,
21034,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,9,9,0.0,1.0,0.0
21036,3,3,93.0,9.0,9.0,10.0,10.0,9.0,9.0,3.0,4,11,1.0,2.0,0.0
21037,0,0,,,,,,,,,-1,-1,,,
21038,0,0,,,,,,,,,-1,-1,,,
21039,0,0,,,,,,,,,-1,-1,,,
21040,0,0,,,,,,,,,-1,-1,,,
21041,1,1,80.0,8.0,10.0,10.0,10.0,10.0,8.0,1.0,11,11,0.0,1.0,0.0
21042,0,0,,,,,,,,,-1,-1,,,
21043,2,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,6,11,0.0,1.0,1.0
21044,0,0,,,,,,,,,-1,-1,,,
21045,0,0,,,,,,,,,-1,-1,,,
21046,0,0,,,,,,,,,-1,-1,,,
21047,0,0,,,,,,,,,-1,-1,,,
21048,0,0,,,,,,,,,-1,-1,,,
21049,0,0,,,,,,,,,-1,-1,,,
21051,0,0,,,,,,,,,-1,-1,,,
21053,0,0,,,,,,,,,-1,-1,,,
21054,2,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,3,13,1.0,1.0,0.0
21055,0,0,,,,,,,,,-1,-1,,,
21056,0,0,,,,,,,,,-1,-1,,,
21057,0,0,,,,,,,,,-1,-1,,,
21058,0,0,,,,,,,,,-1,-1,,,
21059,0,0,,,,,,,,,-1,-1,,,
21060,0,0,,,,,,,,,-1,-1,,,
21062,0,0,,,,,,,,,-1,-1,,,
21063,0,0,,,,,,,,,-1,-1,,,
21064,0,0,,,,,,,,,-1,-1,,,
21065,0,0,,,,,,,,,-1,-1,,,
21066,0,0,,,,,,,,,-1,-1,,,
21067,0,0,,,,,,,,,-1,-1,,,
21068,0,0,,,,,,,,,-1,-1,,,
21069,0,0,,,,,,,,,-1,-1,,,
21070,0,0,,,,,,,,,-1,-1,,,
21071,0,0,,,,,,,,,-1,-1,,,
21072,0,0,,,,,,,,,-1,-1,,,
21073,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,11,11,0.0,1.0,0.0
21074,0,0,,,,,,,,,-1,-1,,,
21075,3,3,93.0,9.0,9.0,10.0,10.0,9.0,9.0,3.0,5,11,0.0,2.0,1.0
21076,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,10,10,0.0,1.0,0.0
21077,0,0,,,,,,,,,-1,-1,,,
21078,0,0,,,,,,,,,-1,-1,,,
21079,0,0,,,,,,,,,-1,-1,,,
21081,0,0,,,,,,,,,-1,-1,,,
21082,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,7,7,0.0,1.0,0.0
21083,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,7,7,0.0,0.0,1.0
21084,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0,0,0.0,1.0,0.0
21085,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,7,7,0.0,1.0,0.0
21086,0,0,,,,,,,,,-1,-1,,,
21087,0,0,,,,,,,,,-1,-1,,,
21088,0,0,,,,,,,,,-1,-1,,,
21089,0,0,,,,,,,,,-1,-1,,,
21090,0,0,,,,,,,,,-1,-1,,,
21091,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,2,2,0.0,1.0,0.0
21092,0,0,,,,,,,,,-1,-1,,,
21093,0,0,,,,,,,,,-1,-1,,,
21094,1,1,,,,,,,,1.0,2,2,1.0,0.0,0.0
21095,0,0,,,,,,,,,-1,-1,,,
21096,0,0,,,,,,,,,-1,-1,,,
21097,0,0,,,,,,,,,-1,-1,,,
21098,0,0,,,,,,,,,-1,-1,,,
21099,0,0,,,,,,,,,-1,-1,,,
21100,0,0,,,,,,,,,-1,-1,,,
21101,0,0,,,,,,,,,-1,-1,,,
21102,1,1,100.0,10.0,10.0,10.0,10.0,10.0,8.0,1.0,4,4,0.0,1.0,0.0
21103,0,0,,,,,,,,,-1,-1,,,
21104,0,0,,,,,,,,,-1,-1,,,
21105,0,0,,,,,,,,,-1,-1,,,
21106,0,0,,,,,,,,,-1,-1,,,
21108,0,0,,,,,,,,,-1,-1,,,
21109,0,0,,,,,,,,,-1,-1,,,
21110,0,0,,,,,,,,,-1,-1,,,
