id,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,days_since_last_review,days_since_first_review,number_of_reviews_en,number_of_reviews_es,number_of_reviews_otros
261,42,5,98.0,9.0,10.0,10.0,10.0,10.0,10.0,0.48,21,2604,26.0,14.0,2.0
262,32,11,90.0,9.0,9.0,9.0,10.0,9.0,9.0,0.41,41,2332,23.0,6.0,3.0
263,53,0,91.0,9.0,9.0,9.0,9.0,10.0,9.0,0.69,604,2294,39.0,11.0,3.0
264,49,10,84.0,8.0,8.0,9.0,10.0,9.0,9.0,0.55,25,2678,17.0,27.0,5.0
265,46,5,79.0,8.0,8.0,9.0,9.0,8.0,8.0,0.51,47,2680,16.0,26.0,4.0
266,1,1,100.0,10.0,8.0,10.0,10.0,8.0,10.0,0.33,90,90,1.0,0.0,0.0
267,103,15,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1.17,36,2644,68.0,13.0,22.0
268,326,78,96.0,10.0,10.0,10.0,10.0,10.0,10.0,3.69,15,2646,135.0,120.0,71.0
269,14,6,93.0,9.0,9.0,10.0,10.0,10.0,9.0,0.17,67,2440,9.0,1.0,4.0
270,57,6,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.79,48,2156,27.0,22.0,8.0
271,0,0,,,,,,,,,-1,-1,,,
272,27,4,93.0,10.0,10.0,10.0,10.0,10.0,9.0,0.31,2,2641,19.0,2.0,6.0
273,5,0,90.0,9.0,10.0,10.0,10.0,10.0,10.0,0.11,376,1346,2.0,2.0,1.0
274,4,0,90.0,10.0,9.0,10.0,10.0,10.0,10.0,0.07,1496,1702,3.0,1.0,0.0
275,81,8,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1.06,71,2297,55.0,19.0,7.0
276,9,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.1,927,2608,7.0,1.0,1.0
277,87,12,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1.02,143,2564,37.0,29.0,21.0
278,23,2,80.0,9.0,9.0,9.0,8.0,9.0,8.0,0.26,77,2664,13.0,4.0,6.0
279,327,50,87.0,10.0,9.0,9.0,9.0,10.0,9.0,3.82,23,2567,158.0,125.0,44.0
280,7,2,97.0,10.0,10.0,10.0,9.0,10.0,9.0,0.08,163,2557,6.0,0.0,1.0
281,20,6,95.0,10.0,10.0,10.0,10.0,10.0,9.0,0.23,298,2633,13.0,6.0,1.0
282,52,6,97.0,10.0,10.0,10.0,10.0,10.0,9.0,0.61,71,2570,28.0,16.0,8.0
283,5,0,100.0,10.0,9.0,10.0,9.0,9.0,9.0,0.24,392,620,0.0,5.0,0.0
284,1,0,,,,,,,,0.02,1598,1598,1.0,0.0,0.0
285,138,14,94.0,10.0,10.0,10.0,10.0,10.0,9.0,1.8,76,2300,105.0,17.0,16.0
286,70,28,84.0,9.0,9.0,9.0,9.0,9.0,9.0,1.5,14,1395,15.0,36.0,19.0
287,124,35,94.0,10.0,10.0,10.0,10.0,10.0,10.0,1.44,33,2589,80.0,26.0,18.0
288,15,0,93.0,10.0,9.0,10.0,10.0,9.0,9.0,0.17,749,2640,6.0,8.0,1.0
289,73,2,95.0,10.0,10.0,10.0,10.0,10.0,10.0,0.83,116,2637,35.0,31.0,7.0
291,160,34,93.0,10.0,10.0,10.0,10.0,9.0,10.0,1.83,13,2623,51.0,67.0,42.0
292,221,31,97.0,10.0,10.0,10.0,10.0,10.0,9.0,2.52,16,2627,140.0,33.0,48.0
293,157,34,94.0,10.0,10.0,10.0,10.0,9.0,9.0,2.44,12,1929,46.0,77.0,34.0
294,209,58,92.0,9.0,9.0,9.0,10.0,10.0,9.0,4.05,22,1547,99.0,63.0,47.0
295,54,12,84.0,9.0,9.0,10.0,9.0,9.0,8.0,1.33,7,1216,19.0,25.0,10.0
296,40,35,98.0,10.0,10.0,10.0,10.0,9.0,10.0,2.91,18,410,6.0,28.0,6.0
297,222,31,95.0,10.0,9.0,10.0,10.0,9.0,9.0,2.6,7,2561,104.0,79.0,39.0
298,0,0,,,,,,,,,-1,-1,,,
299,239,17,93.0,9.0,9.0,10.0,10.0,10.0,9.0,2.72,29,2630,186.0,26.0,27.0
300,10,0,96.0,9.0,10.0,10.0,10.0,10.0,10.0,0.13,388,2344,6.0,3.0,1.0
301,11,0,64.0,8.0,7.0,9.0,7.0,9.0,7.0,0.14,374,2370,7.0,4.0,0.0
302,5,0,87.0,10.0,9.0,10.0,9.0,8.0,8.0,0.06,2357,2596,5.0,0.0,0.0
303,537,83,97.0,10.0,10.0,10.0,10.0,10.0,10.0,6.08,7,2647,400.0,54.0,83.0
304,176,18,97.0,10.0,10.0,10.0,10.0,10.0,9.0,1.99,154,2648,110.0,51.0,15.0
305,454,81,88.0,9.0,9.0,10.0,10.0,10.0,9.0,5.68,6,2398,193.0,198.0,63.0
306,59,14,95.0,10.0,10.0,10.0,10.0,9.0,9.0,0.85,23,2088,24.0,20.0,15.0
307,19,0,98.0,10.0,10.0,9.0,10.0,10.0,9.0,0.22,783,2620,10.0,6.0,3.0
308,23,5,95.0,9.0,9.0,10.0,10.0,10.0,9.0,0.31,102,2204,14.0,6.0,3.0
309,73,16,92.0,9.0,9.0,9.0,10.0,10.0,10.0,1.01,202,2164,29.0,31.0,13.0
310,157,27,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.78,4,2650,132.0,13.0,12.0
311,610,72,95.0,10.0,10.0,10.0,10.0,10.0,10.0,6.92,0,2644,479.0,63.0,68.0
312,25,6,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.29,26,2581,6.0,12.0,7.0
313,160,33,95.0,10.0,9.0,10.0,10.0,10.0,9.0,1.82,9,2634,96.0,33.0,31.0
314,29,2,89.0,9.0,9.0,9.0,9.0,9.0,9.0,0.49,18,1775,16.0,7.0,6.0
315,20,8,84.0,9.0,8.0,9.0,9.0,9.0,8.0,0.25,29,2353,15.0,5.0,0.0
316,18,2,84.0,9.0,8.0,10.0,10.0,8.0,8.0,0.34,196,1606,3.0,10.0,5.0
317,174,8,95.0,10.0,9.0,10.0,10.0,10.0,10.0,1.99,210,2622,118.0,32.0,24.0
318,158,15,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1.92,7,2466,78.0,57.0,23.0
319,24,12,95.0,10.0,10.0,10.0,10.0,10.0,9.0,0.39,47,1834,14.0,7.0,3.0
320,23,7,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.33,6,2118,7.0,10.0,6.0
321,64,4,95.0,10.0,9.0,10.0,10.0,10.0,9.0,0.78,7,2474,43.0,12.0,9.0
322,15,1,75.0,8.0,7.0,9.0,9.0,9.0,8.0,0.17,285,2622,6.0,8.0,1.0
323,47,14,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.68,27,2059,26.0,17.0,4.0
324,2,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.05,435,1146,0.0,2.0,0.0
325,131,29,90.0,9.0,9.0,9.0,10.0,9.0,9.0,1.73,17,2266,55.0,38.0,38.0
326,253,21,90.0,9.0,8.0,9.0,9.0,10.0,9.0,3.01,16,2517,142.0,78.0,33.0
327,387,58,95.0,10.0,9.0,10.0,10.0,10.0,10.0,5.7,1,2036,214.0,98.0,75.0
328,95,11,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1.49,14,1916,53.0,21.0,21.0
329,30,8,90.0,9.0,9.0,9.0,10.0,10.0,9.0,0.4,7,2265,14.0,12.0,4.0
330,255,43,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2.91,16,2629,153.0,70.0,32.0
331,143,19,93.0,10.0,10.0,10.0,10.0,10.0,9.0,1.69,28,2533,69.0,50.0,24.0
332,23,4,85.0,9.0,10.0,10.0,10.0,9.0,9.0,0.3,222,2293,14.0,6.0,3.0
333,57,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.69,80,2464,37.0,10.0,10.0
334,427,58,97.0,10.0,10.0,10.0,10.0,10.0,10.0,4.88,5,2622,261.0,87.0,79.0
335,114,2,90.0,9.0,9.0,9.0,10.0,10.0,9.0,1.3,96,2620,66.0,28.0,20.0
336,209,1,94.0,10.0,9.0,10.0,10.0,9.0,9.0,2.4,364,2606,132.0,28.0,49.0
337,0,0,,,,,,,,,-1,-1,,,
338,252,46,96.0,10.0,9.0,10.0,10.0,10.0,10.0,2.97,11,2544,171.0,38.0,43.0
339,16,1,96.0,10.0,10.0,10.0,10.0,9.0,10.0,0.21,92,2291,7.0,7.0,2.0
340,387,51,98.0,10.0,10.0,10.0,10.0,10.0,10.0,4.49,26,2586,259.0,69.0,59.0
341,34,3,91.0,10.0,9.0,9.0,9.0,10.0,9.0,0.53,253,1923,30.0,3.0,1.0
342,13,1,85.0,9.0,10.0,9.0,9.0,10.0,9.0,0.15,160,2596,9.0,3.0,1.0
343,172,4,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1.98,278,2601,113.0,36.0,23.0
344,20,5,94.0,10.0,9.0,10.0,10.0,9.0,10.0,0.34,2,1755,13.0,5.0,2.0
345,195,30,97.0,10.0,10.0,10.0,10.0,10.0,9.0,2.25,4,2601,103.0,69.0,23.0
346,58,4,86.0,9.0,9.0,9.0,9.0,10.0,9.0,0.71,106,2455,31.0,20.0,7.0
347,92,17,95.0,9.0,10.0,10.0,10.0,10.0,10.0,1.07,47,2585,51.0,32.0,9.0
348,45,0,94.0,10.0,9.0,10.0,10.0,10.0,10.0,0.53,900,2564,24.0,19.0,2.0
349,406,53,98.0,10.0,10.0,10.0,10.0,10.0,10.0,4.64,27,2622,246.0,65.0,95.0
350,38,1,93.0,10.0,9.0,10.0,9.0,10.0,9.0,0.44,292,2562,27.0,8.0,3.0
351,87,31,95.0,10.0,10.0,10.0,10.0,10.0,10.0,1.18,5,2202,27.0,36.0,24.0
352,346,75,88.0,9.0,9.0,9.0,9.0,10.0,9.0,4.55,9,2279,208.0,99.0,39.0
353,140,55,96.0,10.0,10.0,10.0,10.0,10.0,9.0,1.64,4,2563,55.0,46.0,39.0
354,22,5,91.0,9.0,9.0,9.0,9.0,9.0,9.0,0.34,40,1938,16.0,5.0,1.0
355,6,2,90.0,10.0,9.0,10.0,10.0,10.0,9.0,0.07,18,2411,4.0,2.0,0.0
356,160,2,93.0,9.0,10.0,9.0,9.0,10.0,9.0,1.93,171,2490,79.0,38.0,43.0
357,39,18,97.0,10.0,9.0,10.0,10.0,10.0,10.0,0.45,88,2597,27.0,11.0,1.0
358,138,20,93.0,9.0,9.0,10.0,10.0,10.0,9.0,1.61,18,2563,93.0,10.0,35.0
359,203,32,89.0,10.0,10.0,10.0,10.0,10.0,9.0,2.35,24,2594,99.0,76.0,28.0
360,0,0,,,,,,,,,-1,-1,,,
361,0,0,,,,,,,,,-1,-1,,,
362,152,26,96.0,10.0,10.0,10.0,10.0,10.0,10.0,2.18,29,2090,107.0,37.0,8.0
363,22,0,84.0,9.0,9.0,9.0,10.0,9.0,9.0,0.27,942,2488,14.0,6.0,2.0
364,29,12,97.0,10.0,9.0,10.0,10.0,10.0,10.0,0.42,25,2064,17.0,8.0,4.0
365,43,9,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.54,25,2373,22.0,15.0,6.0
366,22,10,98.0,10.0,10.0,10.0,10.0,9.0,10.0,0.47,55,1399,6.0,15.0,1.0
367,43,5,100.0,10.0,9.0,10.0,10.0,10.0,10.0,0.49,147,2609,38.0,2.0,3.0
368,22,6,95.0,10.0,10.0,10.0,10.0,10.0,9.0,0.26,88,2557,15.0,4.0,3.0
369,19,1,99.0,10.0,10.0,10.0,10.0,10.0,9.0,0.22,344,2609,7.0,7.0,5.0
370,118,2,88.0,9.0,9.0,9.0,9.0,10.0,9.0,1.94,187,1824,72.0,33.0,13.0
371,326,32,96.0,9.0,9.0,9.0,9.0,10.0,9.0,3.9,7,2503,244.0,36.0,46.0
372,41,0,94.0,10.0,10.0,10.0,10.0,10.0,10.0,0.48,824,2586,28.0,7.0,6.0
373,222,31,96.0,10.0,10.0,9.0,9.0,10.0,10.0,2.57,26,2586,120.0,58.0,44.0
374,242,46,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2.82,6,2571,194.0,18.0,30.0
375,1,0,100.0,10.0,10.0,10.0,10.0,8.0,10.0,0.03,910,910,0.0,1.0,0.0
376,168,12,80.0,9.0,8.0,9.0,8.0,9.0,9.0,1.95,15,2586,110.0,37.0,21.0
377,135,10,94.0,10.0,10.0,10.0,10.0,10.0,9.0,1.6,75,2523,87.0,26.0,22.0
379,0,0,,,,,,,,,-1,-1,,,
380,29,12,91.0,9.0,8.0,10.0,10.0,10.0,9.0,0.34,22,2523,13.0,13.0,3.0
381,249,46,97.0,10.0,10.0,10.0,10.0,10.0,9.0,2.91,18,2563,196.0,25.0,28.0
382,242,45,89.0,9.0,9.0,10.0,9.0,10.0,9.0,2.88,4,2520,124.0,76.0,42.0
383,207,32,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2.42,18,2564,131.0,43.0,33.0
384,58,20,97.0,10.0,10.0,10.0,10.0,10.0,9.0,0.68,40,2553,29.0,18.0,11.0
385,122,15,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1.78,162,2056,92.0,10.0,20.0
386,381,63,98.0,10.0,10.0,10.0,10.0,10.0,10.0,5.03,3,2269,243.0,66.0,72.0
387,51,11,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.61,10,2486,18.0,22.0,11.0
388,4,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.07,497,1651,1.0,3.0,0.0
389,36,0,94.0,9.0,9.0,10.0,9.0,9.0,9.0,0.43,1122,2523,19.0,11.0,6.0
390,9,3,91.0,9.0,9.0,10.0,10.0,10.0,9.0,0.14,94,1929,4.0,5.0,0.0
391,183,39,90.0,9.0,9.0,10.0,9.0,10.0,9.0,2.14,6,2561,102.0,53.0,28.0
392,173,40,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2.13,3,2440,72.0,71.0,30.0
393,121,25,95.0,10.0,10.0,10.0,10.0,10.0,10.0,1.63,11,2219,58.0,49.0,14.0
394,239,43,91.0,9.0,9.0,9.0,9.0,10.0,9.0,2.82,25,2538,165.0,39.0,35.0
395,146,31,89.0,9.0,9.0,10.0,10.0,10.0,9.0,1.79,4,2446,100.0,32.0,14.0
396,505,85,92.0,10.0,10.0,10.0,10.0,10.0,9.0,6.11,8,2478,251.0,179.0,75.0
397,212,30,93.0,10.0,10.0,10.0,10.0,10.0,10.0,2.48,2,2561,113.0,80.0,19.0
398,10,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.12,6,2441,10.0,0.0,0.0
399,19,6,97.0,10.0,10.0,10.0,10.0,10.0,9.0,0.87,33,650,13.0,5.0,1.0
400,41,30,93.0,9.0,10.0,10.0,10.0,10.0,9.0,0.98,24,1248,27.0,8.0,6.0
401,550,60,94.0,10.0,10.0,9.0,10.0,10.0,9.0,6.51,7,2534,304.0,150.0,96.0
402,78,4,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0.94,71,2490,20.0,43.0,15.0
403,76,31,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0.92,36,2480,40.0,28.0,8.0
404,50,2,94.0,9.0,10.0,9.0,10.0,10.0,9.0,0.61,228,2454,31.0,10.0,9.0
405,16,0,94.0,9.0,9.0,10.0,10.0,10.0,9.0,0.19,1881,2520,12.0,2.0,2.0
406,28,3,96.0,10.0,9.0,10.0,10.0,10.0,10.0,0.54,17,1568,19.0,5.0,4.0
407,109,30,93.0,10.0,10.0,10.0,10.0,10.0,9.0,1.48,19,2209,69.0,18.0,22.0
408,136,55,96.0,10.0,9.0,10.0,10.0,10.0,9.0,2.56,25,1590,61.0,31.0,44.0
409,50,6,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.77,32,1944,27.0,19.0,4.0
410,87,26,88.0,10.0,9.0,10.0,9.0,10.0,9.0,1.03,26,2529,23.0,44.0,20.0
411,2,0,100.0,10.0,10.0,10.0,10.0,8.0,10.0,0.06,996,1009,0.0,2.0,0.0
412,308,38,96.0,9.0,9.0,9.0,9.0,10.0,9.0,3.61,4,2556,259.0,11.0,38.0
413,281,64,95.0,10.0,10.0,10.0,10.0,10.0,9.0,3.42,4,2461,173.0,66.0,42.0
414,125,0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.75,372,2145,89.0,23.0,13.0
415,307,53,92.0,10.0,10.0,10.0,10.0,10.0,10.0,3.58,9,2570,161.0,92.0,54.0
416,39,0,92.0,10.0,9.0,10.0,10.0,10.0,9.0,1.18,695,991,17.0,12.0,10.0
417,32,15,92.0,10.0,10.0,10.0,10.0,10.0,9.0,0.65,41,1470,15.0,15.0,2.0
418,228,43,88.0,9.0,9.0,9.0,9.0,9.0,9.0,2.77,5,2471,82.0,64.0,82.0
419,31,2,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0.5,201,1852,21.0,7.0,3.0
420,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.01,2415,2415,0.0,1.0,0.0
421,22,3,91.0,9.0,9.0,9.0,10.0,9.0,9.0,0.27,4,2468,17.0,3.0,2.0
422,184,30,94.0,10.0,9.0,10.0,10.0,10.0,10.0,2.38,23,2314,88.0,71.0,25.0
423,79,18,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.12,35,2119,44.0,31.0,4.0
424,71,5,76.0,8.0,7.0,8.0,8.0,9.0,8.0,0.89,62,2386,34.0,22.0,15.0
425,133,23,93.0,10.0,10.0,10.0,10.0,10.0,10.0,1.61,15,2471,43.0,62.0,28.0
426,23,2,82.0,9.0,9.0,9.0,9.0,9.0,8.0,0.34,69,2027,6.0,13.0,4.0
427,17,1,94.0,9.0,10.0,10.0,10.0,10.0,9.0,0.26,102,1939,8.0,6.0,3.0
428,100,12,95.0,10.0,10.0,10.0,10.0,10.0,9.0,1.24,44,2412,63.0,25.0,12.0
429,2,0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0.03,1897,2006,1.0,1.0,0.0
430,5,0,76.0,9.0,6.0,8.0,8.0,9.0,8.0,0.06,1222,2445,3.0,1.0,1.0
431,51,2,96.0,10.0,9.0,10.0,10.0,9.0,10.0,0.62,66,2459,30.0,15.0,6.0
432,4,0,90.0,9.0,9.0,9.0,9.0,10.0,9.0,0.06,1617,1967,3.0,1.0,0.0
433,11,1,89.0,9.0,9.0,9.0,9.0,9.0,9.0,0.16,299,2022,2.0,7.0,2.0
434,64,19,83.0,9.0,8.0,9.0,9.0,9.0,8.0,0.94,15,2033,19.0,40.0,5.0
435,62,2,85.0,7.0,8.0,9.0,9.0,9.0,8.0,0.74,208,2505,36.0,20.0,6.0
436,316,56,97.0,10.0,10.0,10.0,10.0,10.0,10.0,3.83,6,2476,241.0,55.0,20.0
437,3,2,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0.1,7,893,1.0,2.0,0.0
438,6,0,93.0,9.0,9.0,10.0,10.0,10.0,10.0,0.07,2440,2482,3.0,3.0,0.0
439,150,33,96.0,10.0,10.0,10.0,10.0,9.0,9.0,2.33,26,1930,27.0,114.0,9.0
440,9,1,93.0,10.0,9.0,10.0,9.0,9.0,9.0,0.11,60,2529,7.0,2.0,0.0
441,1,1,80.0,8.0,8.0,8.0,8.0,10.0,6.0,1.0,2,2,0.0,1.0,0.0
442,1,1,80.0,8.0,10.0,10.0,8.0,10.0,8.0,0.11,264,264,1.0,0.0,0.0
443,1,0,80.0,8.0,6.0,8.0,8.0,10.0,8.0,0.01,2377,2377,0.0,0.0,1.0
444,3,2,93.0,9.0,9.0,9.0,10.0,9.0,8.0,0.12,76,779,1.0,2.0,0.0
445,283,10,95.0,10.0,10.0,10.0,10.0,10.0,10.0,3.42,179,2477,199.0,55.0,29.0
446,48,7,92.0,10.0,10.0,10.0,10.0,9.0,9.0,0.58,94,2500,24.0,18.0,6.0
447,6,0,100.0,10.0,10.0,10.0,10.0,8.0,10.0,0.07,1320,2509,4.0,1.0,1.0
448,8,0,94.0,10.0,10.0,10.0,10.0,8.0,9.0,0.1,2298,2476,4.0,4.0,0.0
449,93,21,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.33,8,2093,70.0,11.0,12.0
450,24,5,96.0,10.0,9.0,10.0,10.0,9.0,10.0,0.37,95,1937,16.0,8.0,0.0
451,73,2,88.0,9.0,9.0,10.0,9.0,9.0,9.0,0.87,8,2502,35.0,15.0,23.0
452,310,69,93.0,10.0,10.0,10.0,10.0,10.0,9.0,3.75,8,2481,149.0,120.0,41.0
453,305,55,93.0,10.0,10.0,10.0,10.0,10.0,10.0,3.76,21,2433,189.0,71.0,45.0
454,283,63,92.0,10.0,10.0,10.0,10.0,10.0,9.0,3.49,2,2431,133.0,101.0,49.0
455,157,34,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.89,9,2492,133.0,13.0,11.0
456,13,0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.24,1582,1642,8.0,2.0,3.0
457,24,9,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.42,42,1694,9.0,12.0,3.0
458,73,15,93.0,10.0,9.0,10.0,10.0,10.0,9.0,0.89,8,2447,21.0,41.0,11.0
459,123,14,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.59,6,2322,98.0,4.0,21.0
460,11,1,96.0,10.0,10.0,9.0,10.0,10.0,10.0,0.14,298,2375,5.0,5.0,1.0
461,62,7,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.74,27,2497,38.0,6.0,18.0
462,161,16,91.0,9.0,9.0,9.0,10.0,10.0,9.0,1.95,101,2469,102.0,32.0,27.0
463,430,70,93.0,10.0,9.0,10.0,10.0,10.0,9.0,5.25,8,2453,299.0,93.0,38.0
464,145,22,93.0,10.0,10.0,10.0,10.0,10.0,9.0,1.76,54,2475,94.0,36.0,15.0
465,384,55,96.0,10.0,10.0,10.0,10.0,10.0,9.0,4.58,21,2513,283.0,60.0,41.0
466,84,2,94.0,9.0,10.0,10.0,10.0,10.0,9.0,1.03,13,2456,62.0,13.0,9.0
467,37,3,95.0,10.0,10.0,9.0,10.0,10.0,10.0,0.45,33,2441,27.0,7.0,3.0
468,15,1,95.0,10.0,10.0,9.0,9.0,10.0,9.0,0.2,77,2276,10.0,4.0,1.0
469,90,20,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1.1,6,2463,43.0,31.0,16.0
470,250,35,98.0,10.0,10.0,10.0,10.0,10.0,10.0,3.02,32,2479,147.0,61.0,42.0
471,3,0,67.0,6.0,7.0,9.0,9.0,10.0,7.0,0.06,1296,1494,1.0,2.0,0.0
472,223,57,96.0,10.0,10.0,10.0,10.0,10.0,10.0,2.7,18,2478,167.0,34.0,22.0
473,250,44,92.0,10.0,9.0,10.0,10.0,10.0,9.0,3.16,15,2374,176.0,35.0,39.0
474,205,46,95.0,10.0,10.0,10.0,10.0,9.0,10.0,2.49,6,2468,112.0,68.0,25.0
475,109,5,92.0,10.0,9.0,10.0,10.0,10.0,9.0,1.34,141,2447,64.0,28.0,17.0
476,30,3,86.0,9.0,9.0,9.0,9.0,9.0,9.0,0.39,68,2288,8.0,16.0,6.0
477,275,44,96.0,10.0,10.0,10.0,10.0,10.0,10.0,3.33,3,2475,191.0,53.0,31.0
478,28,8,82.0,9.0,7.0,8.0,9.0,10.0,8.0,0.36,19,2313,8.0,15.0,5.0
479,141,14,90.0,9.0,10.0,9.0,9.0,10.0,9.0,1.83,58,2310,72.0,55.0,14.0
480,80,12,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.97,32,2473,58.0,16.0,6.0
481,15,1,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.26,299,1711,12.0,3.0,0.0
482,9,6,93.0,10.0,9.0,10.0,10.0,10.0,10.0,0.11,163,2449,1.0,6.0,2.0
483,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.02,1581,1581,1.0,0.0,0.0
484,7,0,97.0,9.0,10.0,9.0,10.0,10.0,10.0,0.09,460,2447,7.0,0.0,0.0
485,1,0,100.0,10.0,10.0,10.0,10.0,10.0,6.0,0.03,885,885,0.0,0.0,1.0
486,16,0,88.0,9.0,9.0,9.0,9.0,9.0,9.0,0.19,430,2460,11.0,3.0,2.0
487,21,4,95.0,9.0,9.0,10.0,10.0,9.0,10.0,0.26,22,2424,13.0,6.0,2.0
488,335,104,92.0,10.0,9.0,10.0,10.0,10.0,9.0,4.06,8,2471,135.0,150.0,50.0
489,19,8,96.0,10.0,9.0,10.0,10.0,10.0,10.0,0.23,221,2474,9.0,8.0,2.0
490,137,14,85.0,9.0,8.0,10.0,10.0,9.0,9.0,1.66,80,2475,51.0,60.0,26.0
491,252,48,96.0,10.0,10.0,10.0,10.0,10.0,10.0,3.05,7,2477,109.0,82.0,61.0
493,97,41,93.0,10.0,10.0,10.0,10.0,10.0,9.0,2.99,6,971,39.0,34.0,24.0
494,32,10,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.42,70,2287,5.0,27.0,0.0
495,379,57,88.0,10.0,9.0,9.0,10.0,10.0,9.0,4.59,33,2477,219.0,91.0,69.0
496,250,41,95.0,10.0,10.0,10.0,10.0,9.0,9.0,3.25,39,2307,132.0,61.0,57.0
497,167,27,92.0,10.0,9.0,10.0,10.0,10.0,9.0,2.05,6,2445,77.0,60.0,30.0
498,300,64,86.0,9.0,9.0,9.0,9.0,10.0,8.0,3.64,8,2468,161.0,77.0,62.0
499,5,0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0.07,1882,2295,2.0,3.0,0.0
500,45,9,96.0,10.0,9.0,10.0,10.0,10.0,10.0,0.86,33,1565,25.0,14.0,6.0
501,0,0,,,,,,,,,-1,-1,,,
502,43,0,94.0,10.0,10.0,10.0,10.0,10.0,10.0,0.67,1331,1922,25.0,9.0,9.0
503,399,4,90.0,9.0,8.0,10.0,9.0,10.0,9.0,4.85,80,2468,203.0,137.0,59.0
504,2,0,100.0,10.0,10.0,10.0,10.0,9.0,9.0,0.06,801,1020,1.0,1.0,0.0
505,9,0,90.0,9.0,9.0,10.0,10.0,10.0,9.0,0.12,467,2287,6.0,2.0,1.0
507,226,60,92.0,10.0,9.0,10.0,10.0,10.0,9.0,2.93,14,2312,89.0,98.0,39.0
508,32,4,94.0,10.0,10.0,9.0,9.0,9.0,9.0,0.46,193,2069,21.0,9.0,2.0
509,123,19,94.0,9.0,9.0,10.0,10.0,10.0,9.0,1.51,12,2435,75.0,35.0,13.0
510,62,13,95.0,10.0,10.0,10.0,10.0,10.0,9.0,0.84,25,2225,30.0,13.0,19.0
511,175,42,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2.19,15,2390,64.0,58.0,53.0
512,13,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.16,208,2405,8.0,5.0,0.0
513,14,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.61,558,682,1.0,11.0,2.0
514,203,0,96.0,10.0,9.0,10.0,10.0,10.0,10.0,2.49,513,2447,145.0,29.0,29.0
515,167,29,91.0,9.0,10.0,10.0,10.0,10.0,9.0,2.06,68,2425,108.0,23.0,36.0
516,166,29,94.0,9.0,9.0,10.0,10.0,10.0,10.0,2.17,18,2298,95.0,48.0,23.0
517,3,0,93.0,9.0,9.0,10.0,9.0,10.0,10.0,0.04,817,2026,2.0,1.0,0.0
518,442,84,85.0,8.0,9.0,9.0,9.0,10.0,8.0,5.4,2,2454,237.0,138.0,67.0
519,420,73,83.0,9.0,9.0,9.0,10.0,10.0,8.0,5.22,19,2412,237.0,130.0,53.0
520,338,49,81.0,9.0,9.0,9.0,9.0,10.0,8.0,4.19,11,2419,154.0,119.0,65.0
